V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,demo_educa_2,demo_educa_3,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id1,ethnic_id2,ethnic_id3,attn,ethnic_id4,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q48,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,hypo_1,hypo_2,hypo_3,hypo_4,hypo_5,hypo_6,hypo_7,hypo_8,hypo_9,Q54,Q62_1,Q62_2,Q62_3,Q66,Q65,Q64,DO-BR-FL_15,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3m9l8s7CC5f2SQ2,Default Response Set,Anonymous,,,172.91.192.214,0,7/3/2015 14:59,7/3/2015 14:59,0,1,1,"Nour Kteily, Northwestern Kellogg AFKY99074ESQ2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_tR4RHV8JwfqNoSl,Default Response Set,Anonymous,,,75.128.34.247,0,7/4/2015 0:31,7/4/2015 0:31,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3hDCpFnVQ5Z9xur,Default Response Set,Anonymous,,,65.33.115.117,0,7/2/2015 14:25,7/2/2015 14:25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3QXhRI1ti23N3Bz,Default Response Set,Anonymous,,,74.106.240.252,0,7/2/2015 17:56,7/2/2015 17:57,0,1,1,A14Y4QXO0287CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2f7l8vHnvIZpmbC,Default Response Set,Anonymous,,,99.24.150.159,0,7/4/2015 12:58,7/4/2015 13:00,0,1,1,A26JRME037XT6Z,56,1,1,1,,,,,3,3,5,4,4,6,6,6,3,,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2trhgci959Oc1bZ,Default Response Set,Anonymous,,,96.29.198.146,0,7/2/2015 15:37,7/2/2015 15:38,0,1,1,AVJUIF9QHQRY8,31,2,1,1,,,,,3,2,5,4,4,2,2,2,7,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_QojR9XuKvpUnBlL,Default Response Set,Anonymous,,,,0,7/2/2015 23:39,7/2/2015 23:40,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_Ry6Kb2P2kyG9VpT,Default Response Set,Anonymous,,,69.169.242.65,0,7/3/2015 10:42,7/3/2015 10:56,0,1,1,A2E96KZPIEMB90,44,2,1,1,,,,,3,2,5,4,9,4,5,5,3,,4,4,4,5,4,2,2,3,3,7,7,4,7,3,6,2,2,3,2,1,3,1,2,2,2,1,3,4,5,5,4,4,3,4,3,4,5,4,5,4,4,4,4,1,1,,,1,A doctor admitted falsifying information concerning the treatment of melanoma.  It so happens that his own father had passed away from the same.,DOCTOR ADMITS FRUAD,6,6,1,1,3,2,5,6,3,5,4,4,4,3,4,4,4,4,3,4,1,7,7,7,1,1,,target does something bad,14|16|4|8|7|15|2|10|3|12|1|5|9|6|11|13,,,-1
R_2BmQCcByOKMHUuq,Default Response Set,Anonymous,,,,0,7/3/2015 0:46,7/3/2015 1:17,0,1,1,A9CK73HWLH7UU,42,1,1,1,,,,,5,2,9,8,4,5,5,5,3,,5,5,5,5,5,3,6,8,6,8,7,4,8,4,1,2,3,2,1,2,3,3,1,2,3,2,3,2,2,5,1,4,4,5,6,7,5,5,3,7,4,5,4,1,1,,1,,Dr. Mendendez thinks he has come up with a vaccine that would cure melanoma by about 78%,His father died from skin cancer:This DC doctor may have cure,6,7,first,1,3,7,7,7,3,7,5,6,6,6,6,5,6,6,6,6,1,7,7,7,1,1,,target does something good,6|16|14|4|11|3|15|1|12|8|2|10|5|7|13|9,,,-1
R_UGVcWYt0PADiMyB,Default Response Set,Anonymous,,,66.191.193.180,0,7/4/2015 6:05,7/4/2015 6:06,0,1,1,A3P2CJ0JSJP26L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3g13jN2gToCt9DG,Default Response Set,Anonymous,,,173.29.64.23,0,7/3/2015 23:54,7/4/2015 0:05,0,1,1,A38EPBV0ED7Y47,26,2,1,,,1,,,4,2,5,4,4,2,2,2,3,,4,2,5,5,4,3,2,6,7,7,7,2,6,4,6,3,3,3,2,3,2,3,1,2,3,3,2,1,1,2,1,7,6,1,6,1,1,1,1,6,6,1,7,1,1,,,1,"Dr. Mendez published a story claiming he had found a cure for melanoma. He claimed that by injecting a cold virus into the cancer, the body would fight the disease. However, when the clinical trial was duplicated it was found to be untrue. He admitted to the wrong doings. The news was especially shocking because Dr. Mendez own father had died from melanoma.",Cure for Melanoma was Fabricated by Doctor,6,6,1,1,3,2,2,6,3,5,4,4,4,3,4,4,4,4,4,4,1,7,7,7,1,1,,target does something bad,7|1|16|5|12|11|4|10|15|2|13|9|14|3|6|8,,,-1
R_PNlJHho2XEZYk5b,Default Response Set,Anonymous,,,63.149.18.28,0,7/2/2015 14:29,7/2/2015 14:29,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_39ON8qn2xAYmhtX,Default Response Set,Anonymous,,,206.190.130.164,0,7/3/2015 9:37,7/3/2015 9:40,0,1,1,A1G1SRB1ISS4Y,42,1,1,1,,,,,3,2,4,5,4,4,4,5,3,,2,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6RkLMxrhbTxLhgV,Default Response Set,Anonymous,,,173.198.43.196,0,7/4/2015 12:13,7/4/2015 12:28,0,1,1,A2S8FIWCCV2XUO,29,1,1,,,,,1,1,1,1,1,1,1,2,2,3,,2,2,2,5,2,2,3,3,4,2,2,2,2,3,2,1,3,1,1,3,1,1,3,1,1,3,3,3,7,3,3,4,3,3,5,5,2,4,3,2,3,3,2,1,1,,,1,mendez falsely claimed he had discovered a cure for a form of cancer effecting many people around the world. its strange because his father died of this form of cancer. he hasnt commented to the press,doctor lies about finding cure for melanoma,6,6,first,1,4,1,6,6,3,6,4,4,2,2,4,6,4,4,4,4,1,1,1,1,1,1,,target does something bad,2|9|5|12|8|3|14|11|15|13|1|16|10|4|6|7,,,-1
R_8AqisDGBcdNipaB,Default Response Set,Anonymous,,,70.215.66.119,0,7/2/2015 23:33,7/2/2015 23:56,0,1,1,A158PDR33QVURP,29,2,1,1,,,,,1,1,5,6,4,1,1,1,4,,6,7,7,5,7,6,1,1,8,7,8,1,8,3,8,2,3,3,3,2,3,1,1,2,2,1,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,1,"A scientist whose father died of skin cancer claimed it could be treated by injecting the cold virus into the cancer but when doctors began to try it, the discovered it didn't work. Dr Mendez admitted it had no effect and he had altered data.",Doc Confesses to Skin Cancer Cure Hoax,4,6,1,1,2,3,5,4,3,3,3,3,4,4,5,5,4,4,4,6,1,7,7,7,1,1,,target does something bad,6|14|1|7|9|5|11|4|13|8|2|3|16|12|15|10,,,-1
R_qXjL6Q2H4kH1XvH,Default Response Set,Anonymous,,,189.146.215.48,0,7/2/2015 15:03,7/2/2015 15:37,0,1,1,A25HIOE2S953Y4,21,2,1,,,,,1,1,2,4,3,6,3,3,2,3,,4,2,3,5,3,3,3,8,7,7,8,1,4,7,1,2,1,3,2,1,3,1,1,3,1,1,3,1,2,2,1,5,7,6,7,5,2,4,6,6,2,6,2,1,1,,,,A cancer researcher is developing a treatment for Melanoma. His idea is to get the body to heal itself through injecting a mutated cold virus into the cancerous site of the skin. Trials are expected to last 2 years. His reseach has recieved mixed opinions and hasn't yet been successful. ,Melanoma Soon To Be 'Melanomore' ? Researcher's Innovative Treatment.,6,5,4,1,2,5,4,7,3,7,3,2,3,2,2,2,4,5,4,5,1,6,7,5,1,1,,target does something neutral,16|7|10|14|4|11|9|12|6|13|8|2|3|5|15|1,,,-1
R_2vcSXOflc5TcwY9,Default Response Set,Anonymous,,,129.15.64.210,0,7/3/2015 16:30,7/3/2015 16:44,0,1,1,A4HPKOEHIDA0I,22,2,1,,,1,,,4,3,8,6,6,1,2,1,3,,5,5,4,5,5,7,7,6,6,3,6,2,7,6,2,3,2,3,2,1,2,2,1,2,2,2,3,1,1,1,2,7,6,6,7,1,1,1,2,7,7,7,7,1,1,,1,,"Mendez found a cure for cancer by injecting cold flu virus into it. His dad was from Mexico, Mom was from Washington D.C. ",Could Getting the Flu Cure Cancer? One Researcher Says 'Yes!',5,5,8,1,3,5,5,7,3,6,4,5,4,3,4,4,4,5,4,4,1,7,7,7,1,1,,target does something good,4|2|6|9|5|13|15|1|7|11|10|12|3|8|16|14,,,-1
R_1NCTFbZHmtRYR6F,Default Response Set,Anonymous,,,,0,7/3/2015 1:13,7/3/2015 1:21,0,1,1,A2WJXM1V3LC5Y3,25,1,1,1,,,,,2,2,4,4,4,4,4,4,3,,5,1,1,5,4,6,2,7,7,7,7,4,4,1,6,1,3,2,2,3,2,1,1,2,2,3,3,2,3,3,2,6,5,5,5,2,3,2,3,6,6,4,5,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,7|5|4|11|10|12|3|6|9|8|15|1|2|16|13|14,,,-1
R_2Yzf1JAmhgM3KXx,Default Response Set,Anonymous,,,108.217.226.252,0,7/2/2015 19:54,7/2/2015 20:02,0,1,1,A31DEFZJLW92JD,19,1,1,,,1,,,7,4,4,6,8,2,2,2,2,,6,6,4,5,5,6,6,6,7,8,6,4,7,3,6,2,3,1,2,2,1,1,2,2,2,1,2,1,1,1,1,7,7,7,2,1,3,1,3,7,7,7,7,1,1,,1,,Dr. Mendez has found way to treat melanoma cancer by injecting a virus in the body. The virus teaches the body how to fight melanoma cancer.,Breakthrough in Fight Against Melanoma Cancer,7,7,1,1,3,5,6,7,3,7,7,3,3,2,4,4,7,7,5,5,1,6,6,6,1,1,,target does something good,4|5|11|14|7|1|13|2|15|3|10|8|9|16|12|6,,,-1
R_3EyhGTCbL3PRHRU,Default Response Set,Anonymous,,,76.172.91.43,0,7/4/2015 1:06,7/4/2015 1:09,0,1,1,AZAH9H8GIH0KX,20,1,1,,1,,,,7,4,5,6,9,4,4,4,3,,5,4,5,5,5,6,4,6,7,8,8,6,7,6,7,2,3,3,2,2,2,3,2,2,3,2,2,2,4,3,1,7,7,6,6,3,1,3,2,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7|5|3|1|9|11|13|16|2|14|4|6|10|15|12|8,,,-1
R_2V4tjHiwNMph8vv,Default Response Set,Anonymous,,,66.75.100.38,0,7/4/2015 4:49,7/4/2015 4:49,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_12KjLwSZbWyAQgM,Default Response Set,Anonymous,,,131.191.104.191,0,7/4/2015 9:06,7/4/2015 9:06,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2PiZiwoUNQlQ1Ly,Default Response Set,Anonymous,,,99.126.23.61,0,7/4/2015 13:08,7/4/2015 13:08,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2qEHg8d8Rb0cXAL,Default Response Set,Anonymous,,,99.122.169.57,0,7/4/2015 15:34,7/4/2015 15:35,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3lXlMizQy0Vz2Da,Default Response Set,Anonymous,,,71.175.12.135,0,7/2/2015 14:52,7/2/2015 15:03,0,1,1,A2SBN6V55I5K4I,30,2,1,1,,,,,4,4,6,9,9,3,5,2,3,,2,1,1,5,2,7,2,6,7,6,7,1,6,6,6,1,3,2,1,1,3,1,1,2,1,1,3,1,1,1,1,6,6,6,6,2,2,1,2,6,5,6,6,1,2,I took a Journalism class at Temple University for one semester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something neutral,14|4|16|10|1|3|9|13|12|11|6|15|2|5|7|8,,,-1
R_1Ln8lPp4X3T494A,Default Response Set,Anonymous,,,,0,7/2/2015 20:04,7/2/2015 20:09,0,1,1,A33CFLCMJNHHNC,36,2,1,,1,,,,2,2,6,4,5,3,3,3,2,,4,4,4,5,4,2,2,3,4,7,7,6,7,2,6,2,2,3,2,1,3,2,1,1,2,2,2,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something neutral,4|7|9|12|11|14|2|10|5|8|15|13|6|3|1|16,,,-1
R_6EbWXhHXNX8n4kN,Default Response Set,Anonymous,,,65.25.244.71,0,7/3/2015 13:57,7/3/2015 14:08,0,1,1,A37QQ3K2ICBUTB,21,1,1,,,1,,,1,3,5,6,5,4,4,4,6,,4,5,5,5,5,6,2,2,6,2,6,3,6,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,6,6,3,3,2,3,5,3,5,6,6,5,1,1,,,,It was about research done for skin cancer specifically melanoma. One researcher suggested that inject a cold virus in the lesion could improve the disease.,Possibly treatment for skin cancer related to Melanoma? A virus injection could possibly be a solution.,4,4,2,1,3,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,1,5,5,4,1,1,,target does something neutral,6|10|7|13|5|8|12|15|1|4|9|16|14|2|11|3,,,-1
R_Q6ZlDonpkzUiMCZ,Default Response Set,Anonymous,,,50.29.131.208,0,7/3/2015 20:05,7/3/2015 20:16,0,1,1,A1GGKMQE254FAH,32,2,1,1,,,,,3,3,6,5,4,4,5,5,3,,5,5,5,5,5,4,6,7,4,4,4,7,6,7,3,3,2,3,3,3,3,3,1,2,3,2,2,3,4,5,4,4,4,4,4,5,5,5,5,4,4,5,3,1,1,,,1,A doctor was found making up medical miracle in order to please father in field.  He said he found a cure for Melanoma but was found to be untrue.  ,Doctor makes up medical data for personal growth,6,6,4,1,3,1,4,6,3,3,6,4,4,4,6,4,5,5,5,5,1,5,5,5,1,1,,target does something bad,2|3|14|12|16|13|7|8|6|11|9|5|4|1|15|10,,,-1
R_2qFaqR4wQIhitZh,Default Response Set,Anonymous,,,,0,7/2/2015 19:51,7/2/2015 19:51,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2pWXTp7rBA8oLPk,Default Response Set,Anonymous,,,,0,7/2/2015 23:18,7/2/2015 23:30,0,1,1,AFP0IIALQHFR8,38,2,1,,1,,,,7,4,6,5,4,3,4,3,3,,7,7,5,5,7,7,1,6,6,7,6,1,8,1,7,2,3,3,3,1,3,2,2,1,2,3,3,1,2,2,2,6,5,6,6,4,4,2,4,7,4,6,4,1,1,,,1,Dr. Mendez falsified data for a melanoma study. He retracted his data once other schools were using his techniques to combat melanoma.,Clinical study finds US Doctor falsified data for melanoma study,7,7,Page 1,1,2,2,4,7,3,3,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,,target does something bad,8|13|1|2|14|10|11|12|15|16|9|4|5|3|6|7,,,-1
R_3qI3l9PqReLpXmN,Default Response Set,Anonymous,,,24.14.170.236,0,7/3/2015 7:36,7/3/2015 7:51,0,1,1,A1T0OFUFHNLSTV,335,2,1,1,,,,,5,3,6,4,4,5,5,6,3,,5,5,5,5,5,6,6,2,4,4,6,3,7,4,6,3,3,3,2,2,3,3,3,3,2,2,2,4,5,4,4,4,5,5,4,4,4,4,4,5,4,4,5,1,1,,,1,Dr. Mendez provided altered data to support his study. He published an article that supported his claim that cold cells injected into melanoma patients could cure skin cancer. ,Falsified Data Injected in Mendez Melanoma Study,4,4,2,1,4,2,5,5,3,4,4,2,2,2,3,3,2,3,2,2,1,7,7,7,1,1,,target does something bad,13|2|16|6|7|1|12|5|8|3|9|11|15|14|10|4,,,-1
R_3CDb7p0WsYOeHUN,Default Response Set,Anonymous,,,173.233.18.222,0,7/4/2015 11:24,7/4/2015 11:25,0,1,1,A14VY6QXKBLC0D,31,1,1,1,,,1,,5,3,8,4,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_zbS0a4DAXtGN8Vr,Default Response Set,Anonymous,,,71.54.35.134,0,7/4/2015 14:51,7/4/2015 15:08,0,1,1,A211MU7HRPSV5,52,2,1,1,,,,,5,3,8,4,3,1,3,1,3,,4,2,1,5,4,6,6,7,7,1,3,1,7,7,3,2,3,1,2,1,1,3,1,3,3,3,2,1,1,1,1,6,7,7,2,1,2,1,2,7,7,7,7,1,1,,,,"Dr. Mendez is conducting studies on melanoma, using a process where he injects under the skin a formula to combat it. The results are not in and some experts are not very optimistic about the study. Dr. Mendez 's father passed away due to this type of skin cancer when  the doctor was a boy and it gave him a  personal interest in finding a cure.",Son of Melanoma Victim Pursues Quest of Finding Cure,5,6,3 or 4 or special Science Section,1,3,5,5,6,3,6,4,4,4,4,2,2,4,4,4,4,1,6,7,6,1,1,,target does something neutral,10|2|15|5|13|6|1|16|11|7|9|14|4|3|8|12,,,-1
R_1o5PK1Upuwo8F4k,Default Response Set,Anonymous,,,50.32.241.89,0,7/3/2015 2:03,7/3/2015 2:05,0,1,1,A2QPQ7UNBBQYIE,28,2,1,,1,,,,4,3,5,4,4,3,4,2,3,,1,1,2,5,2,1,2,2,7,7,2,2,7,2,7,2,2,3,1,2,2,2,3,2,2,1,2,1,2,2,1,7,7,6,6,1,2,1,1,6,6,6,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,6|7|12|10|2|9|14|16|1|8|11|3|5|15|13|4,,,-1
R_3kukynmUaY12RZs,Default Response Set,Anonymous,,,192.34.174.2,0,7/2/2015 15:23,7/2/2015 15:26,0,1,1,A8UYDXMK8HHQK,52,2,1,1,,,,,5,3,6,5,8,7,7,7,3,,4,4,4,5,4,1,1,6,4,7,8,2,8,3,7,3,1,3,3,1,3,3,1,3,2,1,3,1,1,7,1,2,7,7,4,4,7,4,4,4,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4|15|16|13|8|12|1|9|7|2|11|14|3|6|5|10,,,-1
R_1guQdqD0V76LiWy,Default Response Set,Anonymous,,,66.190.54.86,0,7/2/2015 23:27,7/2/2015 23:46,0,1,1,A10XMM7XV587EP,19,1,1,,1,,1,,6,4,4,4,5,3,4,4,2,,3,4,3,5,3,2,6,3,6,6,4,3,4,6,3,2,1,3,1,2,2,2,2,2,2,2,1,5,6,5,2,2,6,7,5,3,6,4,3,3,3,3,3,1,1,,,,The article was about studying people that have an illness and records how they are improving with various treatments. ,,4,5,Page 2-3,1,3,6,5,5,3,6,4,4,4,6,4,4,4,4,4,4,1,5,5,4,1,1,,target does something neutral,12|2|4|6|8|3|16|9|1|10|15|7|14|13|5|11,,,-1
R_3er9cTFByg9zsvH,Default Response Set,Anonymous,,,,0,7/3/2015 0:14,7/3/2015 0:27,0,1,1,A3CQRNC63AGWOX,36,1,1,,1,,,,5,3,9,6,6,2,3,2,2,,5,4,4,5,4,2,3,6,6,8,4,3,6,3,4,2,2,2,3,1,2,1,1,2,1,1,3,2,4,4,3,6,6,6,4,3,3,3,3,6,5,6,5,1,2,I took one undergraduate journalism course.,1,,A possible cure for melanoma has been found by researchers. The cure actually helps the body heal itself. The researcher in charge lost his father to melanoma.,Possible Cure for Melanoma Allows Body to Heal Itself,4,7,First page of the science section,1,2,6,5,7,3,7,4,3,1,1,3,3,3,3,2,1,1,6,6,6,1,1,,target does something good,6|7|15|5|3|16|1|14|2|4|10|11|13|8|9|12,,,-1
R_r7NVyUdiqWEq4tX,Default Response Set,Anonymous,,,75.90.64.195,0,7/3/2015 17:18,7/3/2015 17:36,0,1,1,A2VFFH9ZF78AXM,62,2,1,,,,,1,4,2,5,4,2,2,4,5,3,,7,3,2,5,7,6,7,6,3,2,2,2,7,4,3,1,2,3,1,1,3,1,1,3,1,1,3,2,3,4,2,6,6,5,6,2,3,2,4,6,6,5,6,1,1,,,,Dr. Mendez is using a cold virus and injecting it into melanoma to try and get it to heal itself.  To date he has not had much success but he is determined to find a cure because his father passed away from skin cancer and wants to make his father proud.,Curing skin cancer with the common cold,4,5,5,1,4,5,5,7,3,6,4,2,2,3,4,4,5,4,3,3,1,7,7,7,1,1,,target does something neutral,2|6|5|1|11|13|16|9|14|3|15|12|4|7|10|8,,,-1
R_eWoNjQ07KwxAwAp,Default Response Set,Anonymous,,,76.178.63.161,0,7/3/2015 5:04,7/3/2015 5:13,0,1,1,A2RR7JPMJEPUL,28,2,1,1,,1,,,4,3,8,9,9,1,3,1,3,,4,4,3,5,3,1,6,7,6,7,6,2,6,3,3,3,2,3,2,1,2,3,2,2,2,2,3,1,1,1,1,1,7,7,7,1,1,1,1,7,7,7,7,1,1,,,1,Dr. Mendez claimed to have round a cure for melanoma using mutated cold viruses. When other doctors began using his method they found it did not work. Dr. Mendez admitted to making up the data. ,"Doctor, son of melanoma victim, fakes melanoma treatment",4,6,3,1,2,2,2,6,3,4,4,5,4,3,5,4,3,3,4,4,1,7,7,7,1,1,,target does something bad,3|1|16|10|4|13|12|2|14|6|11|9|5|8|15|7,,,-1
R_3Kxe9Vn2ZSm0NhC,Default Response Set,Anonymous,,,50.171.210.255,0,7/2/2015 22:43,7/2/2015 22:53,0,1,1,A14DRED7XJ1F2V,19,2,1,,1,1,,,7,3,5,5,6,1,2,1,5,,2,1,2,5,2,6,3,6,6,6,7,4,8,2,6,2,3,3,3,2,3,1,1,3,2,1,3,1,1,2,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,1,,"A doctor has found a way to basically cure Melanoma in many patients by injecting the common cold virus directly into the cancer, potentially saving thousands of lives.",Is the Common Cold A Killer to Celebrate?,5,6,Second Page,1,3,7,7,7,3,7,4,5,5,5,4,4,4,4,5,7,1,6,6,7,1,1,,target does something good,2|10|13|16|9|5|14|6|1|8|3|15|12|4|11|7,,,-1
R_3CATeNAkyvEfhmr,Default Response Set,Anonymous,,,76.4.250.246,0,7/4/2015 0:21,7/4/2015 0:33,0,1,1,A1UBEAVKHOO5LA,29,2,1,1,,,,,7,4,6,5,6,4,5,5,3,,3,1,1,5,1,7,1,2,4,2,6,3,6,6,2,2,3,3,3,1,3,1,3,1,2,3,1,2,2,2,3,3,6,3,4,2,3,2,3,6,6,6,5,1,1,,,,A new approach to melanoma treatment is to inject the skin site at the melanoma with a cold virus to teach the body how to heal itself.,Melanoma Vs. The Common Cold,7,7,Science section or one like it.,1,3,6,5,6,3,6,3,3,2,2,4,4,4,3,2,2,1,7,7,7,1,1,,target does something neutral,8|12|7|4|14|3|9|10|15|2|5|6|13|11|1|16,,,-1
R_d0eVNLvFCrHfS6t,Default Response Set,Anonymous,,,107.182.98.39,0,7/4/2015 12:35,7/4/2015 12:46,0,1,1,A2LZL6NHA33KGK,49,2,1,1,,,,,6,3,9,6,6,4,5,1,3,,3,4,5,5,4,3,1,6,4,7,7,1,7,3,4,2,2,1,2,3,1,3,1,2,3,3,3,1,3,2,1,7,7,7,5,4,5,4,5,4,5,4,4,1,1,,,1,New Hope Crushed for Cancer Victims,A2LZL6NHA33KGK,4,6,1,1,3,1,1,7,3,6,4,4,4,2,4,4,3,4,2,2,1,7,7,6,1,1,,target does something bad,13|10|2|1|14|9|3|4|5|12|7|6|11|8|15|16,,,-1
R_2f6Zi8Ipy4OROrq,Default Response Set,Anonymous,,,123.237.96.212,0,7/3/2015 0:09,7/3/2015 0:09,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1JCQG47x3CL3soC,Default Response Set,Anonymous,,,184.57.179.45,0,7/3/2015 5:02,7/3/2015 5:03,0,1,1,A31MQ94YZVU4MZ,24,2,1,,,,,1,4,3,4,9,8,2,2,2,3,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3plh8ond3hUuJl2,Default Response Set,Anonymous,,,184.100.15.78,0,7/3/2015 1:41,7/3/2015 1:56,0,1,1,a38r7o96afn42s,47,1,1,1,,,,,6,3,6,9,9,3,5,3,3,,3,1,1,5,4,8,1,1,7,6,8,2,7,1,8,2,2,3,1,3,1,1,1,2,1,1,3,1,1,2,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,1,"A cancer researcher, who published a study indicating a procedure that results in a 78% cure rate for melanoma has admitted falsifying his data. He admitted this once other researchers were unable to replicate his results. Had he been successful, his treatment, which involved injecting cold virus into skin !lesions, would have saved thousands of lives each year.",Cancer researcher admits faking data,6,6,3,1,3,2,4,7,3,4,4,4,4,2,4,4,5,5,4,4,1,7,7,7,1,1,,target does something bad,2|13|7|14|3|1|8|4|6|11|5|12|10|9|15|16,,,-1
