V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q45,Q59_1,Q59_2,Q59_3,Q59_4,summary,headline,writing,include1,include2,include3,include4,include5,include6,pagenum,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_53,DO-BR-FL_125,DO-BR-FL_115,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_SHIL8bjyh6gJUm5,Default Response Set,Anonymous,,,70.170.18.148,0,5/23/2016 14:14,5/23/2016 14:31,1,1,1,A1QMT259MK0KZ,27,2,1,,1,,1,,5,3,5,2,2,2,4,,7,5,5,3,6,6,7,8,7,1,7,3,7,1,1,1,1,7,7,5,1,1,7,1,1,7,7,7,7,3,2,3,2,1,3,1,3,2,2,1,3,1,1,,,,,,,1,0,0,100.02,0,"A decently talent young artists with a degree in his field, is accused of forging artwork of very well known artists to present on his own, if found guilty he faces ten years in federal prison.",A1QMT259MK0KZ,5,3,4,4,4,4,2,5,1,4,3,5,1,2,1,3,1,5,5,5,4,4,4,5,1,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,13|14|6|5|9|8|11|12|16|3|15|4|1|7|10|2,36.2348938,-115.2904968,-1
R_8CDNxrzXMnsB4xb,Default Response Set,Anonymous,,,68.100.47.122,0,5/23/2016 14:16,5/23/2016 14:31,1,1,1,ATDTDYACIYC97,52,1,1,1,,,,,2,3,6,4,3,3,3,,5,5,5,6,1,6,8,6,8,1,7,1,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,2,3,3,3,2,2,2,2,3,1,1,,,,,,,1,0,0,57.679,0,A young man from Los Angeles used his talent as an artist to create forgeries and was sent to prison as a result.,Forging a False Future,6,6,5,6,6,6,5,Arts and Leisure,1,2,2,6,2,5,6,3,4,3,3,3,3,3,3,3,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,16|4|14|10|12|11|1|3|9|8|6|15|13|5|2|7,38.75700378,-77.1486969,-1
R_3khTDphcmWoFJSb,Default Response Set,Anonymous,,,50.255.79.209,0,5/23/2016 14:15,5/23/2016 14:32,1,1,1,A2PBE7GWQ5JOWZ,44,1,1,1,,,,,3,2,5,6,5,6,3,,5,4,5,6,8,7,4,4,3,2,6,2,4,1,2,3,3,5,6,2,7,3,2,2,6,6,5,5,6,2,3,2,3,2,1,1,2,2,3,2,3,1,1,,1,0,0,82.039,0,,,,,,Jordan Sullivan is a young artist whose artwork portrays the grittiness of urban life in a fresh and unique way. He was raised in a poverty setting by his mother until her death when he was still an adolescent boy. It was then that Jordan was reacquainted with his biological father in Portland where he completed high school.  Soon after Jordan pursued advanced degrees in college where his artwork gained notoriety by his professors. Most recently Jordan's artwork was received by a prestigious gallery with critical praise.,Something Better Than This: The Jordan Sullivan Story,6,6,5,5,6,5,7,2,1,3,5,4,6,7,6,3,6,3,2,5,4,5,4,2,2,6,6,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,7|3|10|4|15|16|2|13|6|8|5|14|9|11|1|12,32.25390625,-90.09480286,-1
R_2AQGZukxBlhWvcb,Default Response Set,Anonymous,,,89.31.165.145,0,5/23/2016 14:20,5/23/2016 14:32,1,1,1,A258IQXX7F3Z8O,28,2,1,1,,,,,5,3,9,1,2,1,3,,5,5,5,7,2,3,8,3,7,1,8,1,7,1,1,2,1,6,6,7,6,1,1,1,1,7,7,7,7,2,2,2,3,3,3,1,1,2,1,1,3,1,1,,,,,,,1,3.245,70.877,72.456,5,"The story is about a man, Jordan, who when his work wasn't successful, began producing forgeries. He was arrested with over 60 paintings in his home.",The man with many faces and no name arrested in LA,6,7,5,3,3,3,4,2,1,1,4,3,5,4,6,3,5,2,2,2,2,1,1,1,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,9|11|16|15|13|1|7|3|8|6|4|5|14|2|10|12,49.24060059,15.8677063,-1
R_3elbilZEAknvbuB,Default Response Set,Anonymous,,,67.243.20.32,0,5/23/2016 14:10,5/23/2016 14:32,1,1,1,AYNDL6UQ1OXXK,30,2,1,1,,1,,,3,2,6,1,3,4,1,,6,6,5,6,6,8,7,3,6,3,3,2,4,2,2,4,1,6,7,6,5,2,2,2,4,6,5,7,6,3,2,2,1,1,2,2,1,2,3,2,3,1,1,,1,0,0,53.321,0,,,,,,The content is about a young man who came from poverty and changed his life around refusing to become a product of his environment. ,From poverty to success anything is possible,5,5,7,3,3,5,4,10,1,5,5,1,6,7,7,3,7,3,3,3,4,4,2,2,2,6,6,6,1,1,1,FL_58,high status,hypocat|hypoformative,,,14|9|1|8|11|10|13|16|3|2|12|5|7|6|4|15,41.70379639,-73.92179871,-1
R_1IcH2kUt983rF6x,Default Response Set,Anonymous,,,73.246.6.245,0,5/23/2016 14:04,5/23/2016 14:32,1,1,1,ADER8KQ689JFX,26,1,1,1,,,,,7,3,6,4,6,2,3,,1,1,5,4,6,4,8,8,8,1,7,1,7,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,1,2,2,1,1,2,2,2,1,1,,,,,,,1,16.72,137.428,139.874,4,"It's a stroy about a man named Jordan. He came from a broken home, but managed to get a BFA from UCLA. In the end, he decided to forge work by famous artists and wound up getting caught. He's now faces many years in prison.","From Fragmented Upbringing, To Art Forger—Man May Face Decade In Prison For Art Forgery",4,4,3,5,4,5,5,4,1,3,3,5,2,3,1,3,2,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,13|3|6|11|5|7|14|10|12|1|9|2|4|15|8|16,42.15840149,-88.15920258,-1
R_2zvxVUn7BSOn1vz,Default Response Set,Anonymous,,,24.59.8.59,0,5/23/2016 14:20,5/23/2016 14:32,1,1,1,A24BINHSPPT0VD,22,2,1,1,,,,,3,3,5,6,6,3,3,,4,5,5,8,3,3,7,2,7,1,6,3,3,2,2,2,3,5,6,5,6,2,3,3,2,5,5,5,5,1,3,3,3,3,3,3,3,1,2,3,2,1,1,,,,,,,1,0.521,145.631,161.455,9,"A kid named Jordan tried to pursue being an artist to try and make money - although his work was good, it just wasn't good enough. When he realized that he couldn't sell his own work, he decided to risk it all and imitate the work of famous artists, stealing thousands of dollars from art galleries.",When pursuing art turns criminal,7,7,6,7,7,6,6,"Probably on the second page, depending on what other news is featured.",1,4,5,4,4,5,6,3,5,5,5,5,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,4|9|3|10|2|1|11|8|14|5|16|7|15|12|6|13,43.04400635,-76.15180206,-1
R_1OjEY8kkVz55Mx9,Default Response Set,Anonymous,,,99.64.254.190,0,5/23/2016 14:25,5/23/2016 14:32,1,1,1,AP37QQ9AABSY9,28,2,2,1,,,,,4,3,6,2,4,2,2,,6,6,5,2,6,4,8,7,4,1,4,6,6,1,1,2,1,7,6,7,5,1,1,1,2,7,7,7,7,2,3,2,3,2,3,1,1,3,2,1,2,1,1,,1,0,0,52.164,0,,,,,,A young artist is getting to feature his work and art pieces at the Hive gallery. He's being critically acclaimed for it and getting really great PR.  ,From the Projects to the Hive Gallery,6,7,5,6,3,7,7,2,1,5,6,1,5,7,7,3,7,3,3,3,2,2,2,2,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,7|6|11|1|8|12|16|15|2|4|5|13|3|9|14|10,41.70910645,-87.75959778,-1
R_2dneQR3Jd6hSQBc,Default Response Set,Anonymous,,,12.229.105.58,0,5/23/2016 14:07,5/23/2016 14:32,1,1,1,A1HDGKJIGIUPWA,30,2,1,1,,,,,3,3,9,3,5,2,1,,7,7,5,6,2,2,8,6,7,2,7,3,7,1,1,1,1,7,6,6,6,1,7,1,2,7,7,7,7,3,3,3,3,3,3,2,2,2,2,2,2,1,1,,,,,,,1,0,0,92.509,0,"The gentleman who is featured in the story was arrested on fraud charges after using other artist pieces as his own. Growing up he experienced challenges. He went on UCLA and majored in Fine Arts, however, he opted to defrauding gallery owners out of money by passing off artwork that was not his as his own.","Fine Arts and Fraud, One Mans Journey into the Abyss",4,5,5,6,6,5,7,Front Page (not main story but on the side),1,3,2,5,3,7,5,3,3,5,2,2,2,6,5,6,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,14|16|7|15|5|6|10|12|11|2|8|3|9|13|4|1,33.77729797,-84.33660126,-1
R_3RasMfQv5arLu9T,Default Response Set,Anonymous,,,70.119.118.229,0,5/23/2016 14:25,5/23/2016 14:33,1,1,1,A22MI8GGC8C8BQ,40,1,1,1,,,,,6,4,6,3,3,3,2,,4,4,5,3,2,3,6,6,4,3,6,2,6,3,4,4,4,4,6,5,5,3,3,3,3,5,5,5,5,2,2,2,1,1,2,1,2,2,2,2,2,1,1,,1,0,0,64.864,0,,,,,,jordan sullivan is having his 1st art showing at the prestigious hive gallery.  he is a young LA native whose mother died early and he grew up in poverty.  he is talented.,poverty and loss fuel young artist's rise,5,5,5,4,3,5,5,4,1,5,5,2,5,5,6,3,6,4,4,4,4,3,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,5|1|6|2|12|15|14|13|16|8|7|4|11|9|3|10,33.08560181,-96.6115036,-1
R_2dg4QFRGIKPsIrL,Default Response Set,Anonymous,,,98.235.192.28,0,5/23/2016 14:15,5/23/2016 14:33,1,1,1,A1NW2KBKNIL4RH,21,2,1,,,1,,,4,3,5,1,2,1,2,,7,7,5,2,2,7,7,6,6,4,3,1,3,4,3,2,1,7,6,7,6,1,1,1,2,7,7,7,7,3,3,3,2,3,2,2,1,3,2,1,3,1,1,,,,,,,1,0,0,108.184,0,"Johnathon Sullivan was arrested for forging around 60 artworks. He was raised by his birth father after his mother died when he was six. He is decently talented but lack creativity, so his senior artworks at his university received no praise from the critics and public. It is believed he went into forgery afterwards.",Artists Focuses on Forgery Rather Than Creativity,4,3,5,3,3,1,3,Perhaps between 5 and 10,1,4,2,5,4,2,3,3,2,5,6,6,4,4,4,4,2,7,6,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,9|15|16|12|11|14|10|4|7|6|13|2|8|5|3|1,40.18139648,-76.99690247,-1
R_3hAwFplPhemnGRS,Default Response Set,Anonymous,,,75.134.234.160,0,5/23/2016 14:20,5/23/2016 14:33,1,1,1,A2TBWLOHTZNK54,35,1,1,,1,,,,3,1,5,2,5,1,3,,1,1,5,1,6,3,6,6,7,8,7,2,4,1,1,1,1,6,7,7,7,1,2,1,4,7,5,7,4,1,3,3,2,1,3,1,1,1,3,1,2,1,1,,1,7.508,13.619,78.259,3,,,,,,"A new art exhibit is opening in Los Angeles by a young artist, Jordan Sullivan. His depictions of poverty and urban struggles have been well reviewed.",Exhibit Opens Depicting Gritty Realities Of Poverty,4,7,4,5,7,7,7,10,1,5,6,1,5,5,5,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,16|10|8|5|14|7|12|13|3|9|4|11|15|6|2|1,41.77760315,-72.33429718,-1
R_2YtczXuXHmHzvTH,Default Response Set,Anonymous,,,107.145.59.147,0,5/23/2016 14:16,5/23/2016 14:33,1,1,1,A214PGGAZWG2BV,59,2,1,,,,,1,2,3,5,5,4,6,3,,5,4,5,4,1,6,6,4,8,1,8,1,7,4,5,4,1,4,3,5,6,4,3,4,6,7,4,5,4,2,3,3,2,2,1,1,1,2,3,3,3,1,1,,1,0,0,179.187,0,,,,,,Young artist show talent for gritty poverty living art.,Poverty Living Art,7,7,5,7,4,7,7,Page one of the local section,1,3,7,1,7,7,7,3,7,3,3,3,2,1,1,1,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,3|13|11|4|1|15|14|2|5|10|9|12|6|8|16|7,28.94039917,-81.30390167,-1
R_1Fxs5YvvLjuCWPT,Default Response Set,Anonymous,,,184.7.151.1,0,5/23/2016 14:04,5/23/2016 14:34,1,1,1,A1OGBS0CEX495P,45,2,1,1,,,,,4,3,5,5,5,5,3,,3,3,5,3,2,2,6,4,7,3,6,4,7,1,2,5,1,5,4,5,4,5,5,4,6,6,2,2,3,3,2,3,1,2,3,1,1,2,2,3,3,1,1,,1,0,0,54.862,0,,,,,,This article is about a person who overcame poverty and hardships to become a graduate and successful artist at a young age.,Work of Art: Against the Odds,6,6,6,6,5,6,7,2,1,5,6,1,6,7,7,3,7,3,3,3,4,4,5,3,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,14|7|9|3|5|11|6|13|12|16|8|4|1|2|10|15,26.63560486,-82.0164032,-1
R_2aDebgFEQEj2NHm,Default Response Set,Anonymous,,,107.193.242.85,0,5/23/2016 14:10,5/23/2016 14:34,1,1,1,A3SBP4J5K9LS7X,26,2,1,,,,,1,3,2,4,5,5,6,3,,4,2,5,6,3,6,6,3,8,6,7,1,3,3,4,5,4,3,3,3,5,4,3,3,6,3,3,4,3,2,3,3,2,2,3,1,1,3,1,1,2,1,1,,1,3.524,135.307,136.484,6,,,,,,A young man still early in his chosen career is coming out on top. He lost his mother at a young age. Moved in with his father until he graduated high school. Moved onto college earning his BFA and MFA. While in College his professors thought very highly of his work. His work has recently been in an art exhibit and has already gotten some great reviews. ,"New Star On The Rise: Jordan Sullivan, The Nest Best Thing The World Has Seen",4,6,4,5,4,5,5,first page. couldn't hurt to look at the paper and see something positive,1,5,3,2,6,6,6,3,6,6,6,6,4,4,5,6,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,7|16|14|9|12|4|6|8|15|2|3|11|1|5|13|10,28.58009338,-81.44100189,-1
R_3qR7s2T6ygmCW45,Default Response Set,Anonymous,,,108.82.34.232,0,5/23/2016 14:15,5/23/2016 14:35,1,1,1,ARUVEO4WF4E7P,24,2,1,,1,,,,2,3,6,2,2,2,1,,7,7,5,7,6,4,7,6,6,3,8,2,4,3,4,3,5,4,4,5,4,4,3,2,3,5,5,5,5,2,3,2,2,3,3,1,2,1,1,2,3,1,1,,,,,,,1,0,0,121.888,0,"Sullivan who is a 27 year old artist and writer living in Los Angeles, has been charged of 60 forged paintings and has plead guilty to each one. Everything was done out of his apartment.",60 Paintings of Forgery Gone Wrong,4,4,7,5,4,3,5,Page 3,1,4,5,3,2,5,5,3,3,5,7,7,5,5,5,5,2,5,6,6,1,1,1,FL_109,,,low Status,hypocat|hypoformative,13|16|11|3|1|12|7|5|4|14|10|9|6|8|15|2,33.84170532,-118.0075989,-1
R_2E6Pqeil44IYaaG,Default Response Set,Anonymous,,,172.56.36.135,0,5/23/2016 14:20,5/23/2016 14:35,1,1,1,A3560T656QPYCY,22,1,1,,,,1,,1,3,5,4,6,6,6,,4,5,5,6,3,6,6,6,6,2,6,3,6,2,4,3,3,6,6,5,5,4,3,5,5,6,5,6,3,2,2,3,2,3,2,2,3,3,3,2,2,1,1,,1,0,0,102.767,0,,,,,,It talks about the 27 year Jordan Sullivan and his new exhibit opening that is already receiving some critics from several art dealers. He used to lived with his mother in a government house project but her mother became ill and passed away when he was in first grade and moved to Portland. Sullivan is now one of the youngest artist ever to have an exhibit featured at the prestigious gallery.,Young mind.,5,6,6,5,5,5,6,Second page. ART IS ALSO IMPORTANT.,1,4,5,6,6,7,6,3,7,4,4,4,4,4,5,5,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,2|12|4|1|3|16|10|5|15|9|13|6|11|8|14|7,40.67050171,-74.10639954,-1
R_2tQmtdNcB1Ive4V,Default Response Set,Anonymous,,,12.216.225.10,0,5/23/2016 14:18,5/23/2016 14:35,1,1,1,A2XVOYY8BDEZXF,34,1,1,1,,,,,5,2,6,3,3,3,3,,2,4,5,1,1,1,8,8,8,3,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,2,3,2,1,1,3,1,1,3,1,2,"Ohio University, 4 years, Bachelor of Science in Journalism",,,,,,1,23.946,30.526,31.471,17,"A LA man named Jordan Sullivan has been arrested for stealing approximately $10,000,000 via an art forgery scheme. He faces a ten-year prison sentence if convicted.",LA Native Fingered in $10M Forgery Ring,4,7,4,4,5,7,7,D2,1,5,1,7,1,7,4,3,4,7,7,7,7,7,7,7,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,13|9|2|10|8|15|5|3|12|11|4|1|14|7|16|6,45.52340698,-122.6762009,-1
R_3qdSNMJoZxZaGm2,Default Response Set,Anonymous,,,124.125.90.125,0,5/23/2016 14:21,5/23/2016 14:35,1,1,1,A1RYX9GIU7EYD1,26,1,1,1,,,,,4,3,8,2,2,2,3,,6,5,5,2,3,2,2,3,3,2,2,1,4,5,5,6,6,5,6,5,6,5,4,5,5,6,6,6,5,2,2,3,3,3,2,3,3,2,2,3,2,1,1,,,,,,,1,0,0,101.881,0,"Sullivan was a talented boy who had a creativity in acrylics,paintings and graffiti.He had rough childhood when his mother died and had to move to Oregon to live with his father.Later he joined UCLA to pursue his interest in paintings.However most of his paintings received less attention despite his efforts.I believe this is what led him to force his way to forge paintings from other well know artists.Investigators believe in Sullivans creativity and admire his talent.Although due to forging they suspect that Mr Sullivan might have to spend around 10 years of prison for this act. ",When things dont go the way you think it should !!!,5,5,5,5,5,5,6,Local news section,1,3,3,6,4,5,5,3,4,6,6,6,6,6,5,5,2,6,6,6,1,1,1,FL_109,,,low Status,hypocat|hypoformative,10|13|6|3|12|1|15|9|11|8|2|14|4|16|5|7,18.53329468,73.86669922,-1
R_a9ojz3Azy4gFDuV,Default Response Set,Anonymous,,,70.95.79.157,0,5/23/2016 14:18,5/23/2016 14:35,1,1,1,A138DI1T54NRON,29,1,1,,1,,,,4,3,9,3,3,2,2,,6,5,5,6,3,6,6,4,6,3,6,7,6,1,3,2,1,6,7,6,6,2,2,2,2,6,6,7,6,2,3,1,2,2,1,3,2,1,3,2,2,1,1,,1,47.051,54.629,73.843,2,,,,,,"Jordan Sullivan, a local LA artist will have his work featured in a new art exhibit at the Hive Gallery downtown. The exhibit will be called ""Process of the Projects"" and will open on Friday. ",Acclaimed local artist will have urban mixed-media exhibit featured at the prestigious Hive Gallery. ,5,6,6,5,4,6,6,"Local Happenings, Arts",1,4,6,2,6,7,6,3,6,4,4,4,3,3,3,4,2,6,6,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,7|12|11|8|10|5|9|6|4|3|1|2|14|13|16|15,32.95700073,-117.1978989,-1
R_2AYVEqZ9hKKjcMH,Default Response Set,Anonymous,,,71.209.237.155,0,5/23/2016 14:15,5/23/2016 14:35,1,1,1,A3KFXPAE40VKWY,37,1,1,1,,,,,1,2,5,4,7,1,8,earthling,2,2,5,3,6,2,7,7,6,4,6,3,7,6,4,4,2,4,2,4,3,6,7,4,6,6,4,5,4,1,2,2,1,1,1,1,3,2,1,1,3,1,1,,,,,,,1,0,0,123.764,0,"Critics don't like a man's art. Man earns some dollars from creating ""forged"" art. Then the man is considered a criminal by a large and powerful group of gangsters because he discovered a way of engaging in commerce that the gangsters don't particularly like.",The real criminals win again,4,1,1,1,1,1,1,doesn't matter,1,4,4,4,4,6,4,3,5,4,4,4,4,4,4,4,2,4,6,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,10|15|13|16|1|14|6|12|4|11|5|7|8|2|3|9,33.39360046,-111.7161026,-1
R_O8532z5O46VFTsB,Default Response Set,Anonymous,,,71.123.153.231,0,5/23/2016 14:05,5/23/2016 14:36,1,1,1,A1VGDNZ86IY6ET,41,2,1,,,1,,,3,2,5,2,2,2,3,,5,5,5,6,3,6,6,6,7,7,7,6,6,2,3,3,3,5,5,5,5,2,2,3,2,6,5,6,4,2,3,3,2,1,2,3,2,1,3,3,3,1,1,,,,,,,1,3.69,3.69,164.138,1,Sullivan was born in the projects and lost his mother at a very early age. He showed talent in art and went on to graduate from a fine arts college where he was well known but not necessarily accepted for his pieces of artwork usually with the theme of living poorly. He later went on to forge certain pieces of artwork by famous artist and made lots of money from it. He was arrested and sent to jail for his wrong doings. ,Fine Arts and Forgery from the Projects,4,4,5,4,3,3,4,3rd page,1,2,2,7,1,5,5,3,3,4,4,4,4,4,4,4,1,6,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,15|4|1|9|16|13|12|7|10|8|5|3|2|6|11|14,32.86199951,-96.59259796,-1
R_3pteiocr4oe5GYS,Default Response Set,Anonymous,,,67.170.37.91,0,5/23/2016 14:13,5/23/2016 14:36,1,1,1,A3PMGUAC5XHORQ,65,1,2,1,,,,,7,3,6,4,3,3,3,,4,4,5,2,2,1,7,4,7,3,7,2,7,1,1,4,1,1,6,6,6,2,6,2,1,6,6,6,6,3,3,3,2,2,2,3,2,2,3,2,2,1,1,,,,,,,1,0,0,112.419,0,"a talented young artist took the wrong turn after not receiving recognition for his art work. He graduated from UCLA. He had a tough upbringing. His mother got sick and passed away when he was in first grade. After not getting recognition for his work, he started forging art work and sold it to art galleries. He was convicted and sentenced to 10 years in federal prison.",Young sentenced to 10 years for forging art work,6,6,6,4,4,6,6,local news,1,4,3,3,3,4,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,5|2|13|4|3|7|6|8|14|11|10|9|16|1|15|12,47.61019897,-122.3042984,-1
R_SJGacKjNHQjnUKl,Default Response Set,Anonymous,,,76.8.220.66,0,5/23/2016 14:12,5/23/2016 14:36,1,1,1,A1SZZ9S12FYSJ6,36,1,1,1,,,,,3,2,5,6,5,6,3,,5,5,5,2,2,2,7,7,7,7,7,2,7,2,2,2,2,6,6,6,2,2,2,2,2,6,6,6,6,2,3,2,3,2,2,3,2,2,3,2,2,1,1,,1,0,0,176.364,0,,,,,,A child that lived in poverty lost his mother when he was in the first grade.  Afterwards he went to live with his father in Portland.  He graduated from high school and then went on to get a art degree from UCLA and now is a featured artist at the Hive where his work is getting critical acclaim,Artist from the projects receives critical acclaim for his work,5,5,5,5,4,5,4,4,1,5,5,2,5,6,6,3,6,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high status,hypoformative|hypocat,,,6|9|12|15|10|5|2|4|7|14|3|11|8|13|16|1,40.31430054,-111.7116013,-1
R_3JgcInC3oy0kF9b,Default Response Set,Anonymous,,,70.115.52.65,0,5/23/2016 14:08,5/23/2016 14:36,1,1,1,A3RGJKS0KQNC2N,62,2,1,,,,,1,7,3,6,2,4,1,3,,6,2,5,6,1,2,6,6,7,2,7,2,7,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,2,3,1,1,3,2,2,3,1,1,,1,5.149,159.982,166.306,11,,,,,,Native Los Angeles artist Sullivan will have an exhibit at the Hive Gallery on Friday at 7:00 pm.  The exhibit is entitled Processes of the Projects.  Sullivan was born in LA but after his mother died moved to Portland with his father.  He attended UCLA and received a BFA and MFA.,Artist Shares Life in LA Projects at Hive Gallery,7,7,7,6,3,7,7,1,1,5,5,1,5,6,6,3,7,2,2,1,1,1,1,1,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,5|1|3|6|15|14|9|16|13|7|8|10|12|4|2|11,31.85450745,-106.5329971,-1
R_eCMrmjpj2CPdMiJ,Default Response Set,Anonymous,,,73.172.133.201,0,5/23/2016 14:23,5/23/2016 14:36,1,1,1,A24ZAX5O63WVNI,61,1,1,1,,,,,5,3,6,1,4,1,3,,3,2,5,8,1,1,8,3,8,1,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,1,2,1,2,3,1,1,3,1,1,,1,0,0,176.614,0,,,,,,A critically acclaimed art exhibit by Jordan Sullivan will open soon at the Hive Gallery. The exhibit depicts the challenges of life in the projects.,"Sullivan's ""Process of the Projects"" to open soon at the Hive Gallery",6,6,7,6,4,7,7,page 1 of the arts section,1,4,7,1,7,7,7,3,7,3,3,4,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,16|13|6|8|1|4|12|7|14|15|5|3|11|10|2|9,39.4631958,-77.95210266,-1
R_2DXMNBfwkxUmFmD,Default Response Set,Anonymous,,,108.216.138.15,0,5/23/2016 14:20,5/23/2016 14:38,1,1,1,A3PML4BUQK4P25,31,1,1,,1,,,,4,3,8,4,5,6,2,,6,7,5,4,1,1,8,7,6,7,7,1,7,5,6,6,7,7,6,6,6,6,6,6,5,5,6,5,6,3,2,2,3,3,3,2,3,3,2,2,3,1,1,,,,,,,1,0,0,223.228,0,The 27 years old man was making fraud in fine arts because of his family situation and he also pocketed some amount from others and was in prison for more than 10 years.,Fradulent Survival in Los angeles,6,7,7,6,6,4,7,first page,1,4,1,7,1,1,4,3,3,4,4,4,4,4,4,4,2,7,6,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,6|4|14|16|5|10|11|1|9|8|7|15|3|13|12|2,33.1506958,-96.82360077,-1
R_UPB90pPbVAQGMql,Default Response Set,Anonymous,,,165.190.4.162,0,5/23/2016 14:30,5/23/2016 14:38,1,1,1,A1QBA7K3TPPEGV,29,1,1,1,,,,,5,2,5,3,2,3,3,,1,1,2,2,3,4,4,3,6,4,3,7,7,5,4,3,5,4,4,6,3,2,3,3,3,3,4,4,6,2,1,2,2,2,3,3,2,2,3,3,3,1,2,I studied Journalism in college 7 years ago.,1,0,0,40.703,0,,,,,,A young man from South Central LA is exhibiting his work at the age of 27 after receiving 2 degrees from UCLA and losing his mother to illness.,Local Man Unveils Gallery in wake of Greatness and Tragedy,3,2,4,3,2,1,5,18,1,2,5,4,4,6,6,3,6,1,1,1,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,5|10|11|1|4|7|15|13|9|8|14|6|2|3|12|16,40.43440247,-80.02480316,-1
R_2zeydV63r48BkyH,Default Response Set,Anonymous,,,66.102.8.162,0,5/23/2016 14:07,5/23/2016 14:38,1,1,1,A8FRI601N947R,25,1,1,1,,,,,2,3,6,3,2,3,3,,4,2,5,6,3,6,7,6,8,2,7,6,7,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,6,2,3,2,2,2,2,1,1,2,1,2,3,1,1,,1,0,0,106.74,0,,,,,,"An artist, Sullivan, born in Los Angeles and raised in Portland presents his gritty view of urban life in L.A. in a gallery entitled ""Process in the Projects"" which highlights urban life and poverty in L.A. ","""Process in the Projects:"" local artist's reflection on poverty and urban life ",4,6,5,6,2,6,7,3,1,3,4,2,6,7,6,3,6,5,5,5,4,3,3,3,2,6,6,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,9|8|10|5|12|3|14|16|13|15|2|4|1|11|6|7,28.02220154,-81.73290253,-1
