V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q76_1,Q76_2,Q76_3,Q76_4,Q48,Q75_1,Q75_2,Q75_3,Q75_4,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,Q78,Q80,hypo_4,hypo_11,hypo_12,hypo_5,guilt1,guilt2,guilt3,guilt4,guilt5,Q66,Q65,DO-BR-FL_15,DO-BR-FL_21,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1d9M01zyS1zx6AF,Default Response Set,Anonymous,,,76.106.156.225,0,9/10/2015 5:09,9/10/2015 5:19,1,1,1,A35W13N45CZB1O,36,2,1,,1,,,,6,3,9,4,5,3,3,,5,5,5,2,3,6,4,6,6,7,7,6,4,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,2,5,5,5,6,3,5,3,5,5,5,4,5,1,1,,0,0,78.83,0,1,,,,,,Dr. Mendez found a cure for melanoma. By injecting the common cold into the skin lesion te body learns to heal itself.,Common  cold kicks cancer's butt,5,5,1,1,2,7,5,7,3,6,2,6,6,6,6,6,6,4,4,3,5,5,1,1,target does something good,hypoformative|hypocat,16|3|7|1|13|12|15|4|11|2|10|5|14|8|9|6,30.09660339,-81.71900177,-1
R_10CukSzIZyKks4i,Default Response Set,Anonymous,,,69.180.84.248,0,9/10/2015 5:07,9/10/2015 5:24,1,1,1,APIMRVTG43CPH,56,2,1,,,,,1,1,3,5,1,1,1,8,,5,4,5,2,6,6,7,6,7,6,7,3,6,3,3,2,2,2,3,1,3,3,1,2,2,2,5,4,2,5,6,5,4,2,2,2,2,6,6,6,6,1,1,,,,,,,1.098,111.257,113.069,8,1,"In honor of the passing of his father due to skin cancer, the doctor said he found a cure. Actually he was not being truthful, as he had not found a cure. I believe he was still mourning his father and was looking for a way to honor the father. ",The Doctor Who Didn't,6,6,2,1,3,3,5,6,3,5,5,3,2,6,2,3,5,6,6,3,6,6,1,1,target does something bad,hypocat|hypoformative,9|11|3|7|4|16|1|5|14|8|2|6|15|10|12|13,31.31469727,-81.52220154,-1
R_OmaXi7xAEYwog9j,Default Response Set,Anonymous,,,184.12.86.63,0,9/10/2015 5:11,9/10/2015 5:34,1,1,1,A1V5VJE32G7HDE,45,2,1,,1,,,,3,2,5,2,4,3,3,,5,5,5,2,7,7,4,6,6,3,7,6,3,2,3,3,2,2,2,1,1,2,1,1,3,3,4,4,3,5,5,5,5,3,3,3,4,5,5,6,5,1,1,,,,,,,0,0,172.301,0,1,"Dr. Alex Mendez, a George Washington University researcher, falsified data for a research paper on a cure for melanoma which was published in a medical journal. ",GWU Researcher Falsifies Melanoma Study Data,4,5,3,1,3,2,4,5,3,4,3,3,3,4,3,3,3,3,3,5,5,5,1,1,target does something bad,hypoformative|hypocat,10|3|14|13|2|9|7|1|6|12|4|5|11|15|16|8,41.4467926,-74.06890106,-1
R_su138CpVlJ0NXMt,Default Response Set,Anonymous,,,97.106.169.22,0,9/10/2015 5:08,9/10/2015 5:40,1,1,1,A3EHRIAXAZRUOU,70,2,1,,,,,1,4,3,6,6,6,6,3,,5,4,5,4,3,3,4,3,4,3,4,3,4,2,2,2,1,1,2,2,1,1,2,2,2,3,3,4,4,3,4,4,4,4,5,4,4,3,3,3,2,1,1,,27.06,70.795,132.648,2,1,,,,,,Dr.Mendez has found a treatment for Melanoma that has had many positive results.  It helps the body to heal itself.  His own father died from melanoma when he was a teenager.  He feels that his success would make his father proud / ,Tragedy Turned to Miracle: Dr. finds miraculous treatment for Melanoma which caused father's death: ,4,5,1,1,2,6,7,7,3,7,4,4,4,4,4,5,4,4,4,4,4,4,1,1,target does something good,hypoformative|hypocat,16|1|2|9|3|8|15|13|10|5|7|6|12|14|4|11,28.47720337,-82.59989929,-1
R_1NqN3usRRye4b1W,Default Response Set,Anonymous,,,116.202.87.157,0,9/10/2015 1:48,9/10/2015 2:09,0,1,1,AXDKYIW6WNAOT,32,1,1,1,,,,,4,3,8,5,5,4,2,,7,6,5,6,3,7,3,6,4,2,6,2,6,2,3,3,3,1,3,2,1,3,3,3,3,5,6,6,3,5,4,2,3,3,5,4,4,6,5,5,5,1,1,,,,,,,0,0,128.121,0,1,The Himalayan Blunder,AXDKYIW6WNAOT,5,7,Front page,1,1,2,2,4,3,2,5,3,2,3,3,2,4,3,3,4,4,4,,,target does something bad,hypoformative|hypocat,5|2|11|9|3|1|7|16|6|14|12|8|13|15|4|10,,,-1
R_1F392xR5eVAw98z,Default Response Set,Anonymous,,,96.244.205.112,0,9/10/2015 6:15,9/10/2015 6:25,1,1,1,AWA2FZ5APKEWX,26,2,1,1,,,,,4,2,6,6,6,5,3,,5,3,5,7,6,8,3,3,8,4,7,6,2,2,3,3,3,1,3,2,2,3,3,1,3,4,5,6,5,4,6,6,6,5,5,3,6,4,3,3,4,1,1,,3.629,3.629,50.049,1,1,,,,,,"The article described a new treatment for melanoma that may be a cure for the disease. The treatment involves injecting a live cold virus into the cancerous area of the skin, which then has a 78% chance of eradicating melanoma from the body.",New breakthrough treatment for melanoma brings hope for a new cure ,6,6,2,1,3,7,7,7,3,7,4,3,3,2,2,2,3,2,2,3,4,3,1,1,target does something good,hypocat|hypoformative,9|15|2|12|6|4|16|8|11|10|1|13|7|5|3|14,39.25750732,-76.49510193,-1
R_2fAGDEGYvTdX9nZ,Default Response Set,Anonymous,,,74.137.228.113,0,9/10/2015 6:14,9/10/2015 6:27,1,1,1,A1KJK4FLVW2KFN ,44,1,1,1,,,,,5,2,5,5,5,5,3,,6,5,5,3,6,3,4,3,6,4,3,2,7,2,1,3,3,3,3,1,2,2,2,1,2,3,4,5,4,4,4,5,3,6,5,4,3,5,4,5,3,1,1,,,,,,,0,0,114.19,0,1,"Dr. Mendoze native to Mexico , resident of DC since age of 2 falsified data claiming that he found cure for Melanoma.  All the claims were bogus.",Doctor cheats the science comunity ,4,4,Middle,1,3,1,6,7,3,5,3,3,3,4,3,4,4,2,2,5,2,2,1,1,target does something bad,hypoformative|hypocat,9|15|8|5|16|1|2|4|7|12|6|3|11|13|14|10,38.04899597,-84.48549652,-1
R_27fEk8WqrnjD4g3,Default Response Set,Anonymous,,,184.96.145.117,0,9/10/2015 6:13,9/10/2015 6:27,1,1,1,AMLC36IYH6AAE,39,2,1,,,,,1,3,1,5,1,1,1,3,,1,1,5,1,1,6,3,7,8,3,8,2,7,1,2,3,2,3,3,1,1,3,1,1,3,2,2,2,2,6,7,6,6,2,5,2,2,6,6,6,6,1,1,,5.893,101.772,104.485,3,1,,,,,,Research doctor from George Washington University has discovered a possible cure for melanoma. The cure works about 78% of the time by injecting cold virus into the melanoma.,Research doctor finds melanoma cure,5,6,1,1,4,6,6,7,3,7,3,3,3,4,4,4,4,5,5,2,5,5,1,1,target does something good,hypoformative|hypocat,7|2|11|1|6|14|8|4|12|3|15|16|5|9|13|10,39.87809753,-105.0437012,-1
R_3qwBgmThfvLjDia,Default Response Set,Anonymous,,,216.229.117.199,0,9/10/2015 6:15,9/10/2015 6:28,1,1,1,A2VUAAJHX6ROS9,31,1,1,1,,,,,3,3,4,5,3,5,7,white/hisp,3,4,5,3,2,6,3,7,4,7,6,1,7,2,3,3,3,1,1,3,2,1,3,3,1,2,3,1,2,7,7,1,6,2,1,1,1,6,6,7,7,1,1,,0,0,73.461,0,1,,,,,,Dr mendez has found a cure for melonoma cancer.  His father passed away when he was young and this is great news. His mother was in an exchange program to mexico where she met his father Juan and they married and moved to  the DC area when Dr Mendez was 2 years old. His father died of Melanoma cancer. His father would be proud of him. the insert a cold virus into the melanoma lesions. ,FINALLY!! Cure for Melonoma!,7,7,page 1,1,3,7,7,7,3,7,6,2,2,2,4,4,2,2,2,2,7,7,1,1,target does something good,hypoformative|hypocat,16|7|10|2|12|5|8|6|15|14|4|1|11|13|9|3,34.20069885,-102.7438965,-1
R_1FrAV9sUOY1S4T1,Default Response Set,Anonymous,,,66.169.99.48,0,9/10/2015 6:16,9/10/2015 6:28,1,1,1,A1VJAEPNA6YARO,30,2,1,1,,,,,4,2,6,1,1,1,3,,1,3,5,1,6,6,8,8,8,1,7,1,3,3,1,3,3,1,2,2,1,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,0,0,315.386,0,1,"Dr. Mendez published an article showing that he had successfully cured melanoma in many patients in a trial lasting two years, but when other doctors began using his methods, they found out that it had no effect.  Doctors were shocked and appalled by his behavior.",Mendez Shocks Scientific Community; Falsifies Trial Results,7,7,It depends on what other articles are being published at the same time.  I think it could be first page material if nothing else important happened.,1,3,1,1,4,3,4,5,1,1,1,1,1,1,7,7,1,7,7,1,1,target does something bad,hypoformative|hypocat,1|10|15|14|6|13|9|11|3|7|5|12|2|4|16|8,32.67089844,-97.41570282,-1
R_1JK5SfYcRCHTkWN,Default Response Set,Anonymous,,,184.178.40.232,0,9/10/2015 6:21,9/10/2015 6:30,1,1,1,A1JNC3HWWHJD2J,36,1,1,1,,,,,7,3,6,4,4,4,3,,7,7,5,8,1,1,8,1,8,1,8,1,8,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,1,,,,,,,31.965,37.096,41.875,3,1,Dr. Alex Mendez falsified data and said that he had found a cure for melanoma by injecting the patient with melanoma cells.,False hopes for cancer patients,6,6,1,1,2,1,6,6,3,4,4,4,4,4,4,4,4,1,1,1,7,7,1,1,target does something bad,hypocat|hypoformative,16|13|15|7|11|6|5|1|10|14|4|2|3|9|12|8,41.20849609,-96.19390106,-1
R_0fChVuu2fmVWidj,Default Response Set,Anonymous,,,66.169.99.48,0,9/10/2015 6:16,9/10/2015 6:32,1,1,1,A1BRCCV1X4E6X5,35,2,1,1,,,,,5,3,5,1,1,1,3,,1,1,5,2,1,1,8,8,8,1,8,1,8,3,2,3,2,1,1,2,1,2,2,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,0,0,535.771,0,1,"Dr. Mendez pretended to have found a cure for melanoma, and published the results of the study.  Other doctors found out it wasn't a real cure.",Doctor pretends to cure cancer-outrages doctors,7,7,I think it should either be first or second page,1,3,1,1,7,3,4,7,1,1,1,1,1,1,7,7,1,7,7,1,1,target does something bad,hypoformative|hypocat,1|16|5|8|9|6|12|4|3|11|14|2|15|13|10|7,32.67089844,-97.41570282,-1
R_22QzpkuWJrQC0A2,Default Response Set,Anonymous,,,66.169.99.48,0,9/10/2015 6:21,9/10/2015 6:35,1,1,1,AJOBP1P0NBDOH,22,1,1,,,1,,,3,2,5,1,3,1,3,,1,1,5,4,1,7,6,4,8,1,7,2,2,1,3,3,1,3,3,1,1,3,1,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,600.618,0,1,,,,,,"A cure for melanoma was found by Dr. Mendez, who says he thinks his father (who passed away from melanoma) would be very proud.",Doctor cures melanoma; credits father for inspiration,7,7,Front page,1,4,7,7,7,3,7,4,1,1,1,1,1,1,7,7,1,7,7,1,1,target does something good,hypocat|hypoformative,16|15|5|12|6|8|4|9|11|10|1|14|3|13|2|7,32.67089844,-97.41570282,-1
R_1i3CeERwiqznzv5,Default Response Set,Anonymous,,,67.82.193.125,0,9/10/2015 6:13,9/10/2015 6:41,1,1,1,A2AS1XVESKIKG,60,2,1,,1,,,,7,3,4,1,1,1,3,,4,4,5,7,1,1,7,2,6,2,7,2,6,2,3,3,3,1,2,3,1,3,3,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,75.115,0,1,,,,,,"A George Washington University medical school researcher recently discovered a possible cure for melanoma, a type of skin cancer which kills about 10,000 people annually.  A mutated cold virus is injected directly into skin lesions and teaches the body to heal itself.  ",Breakthrough Melanoma treatment shows 75% cure rate ,4,7,first page,1,3,7,6,7,3,7,4,4,4,2,3,3,1,5,5,1,6,6,1,1,target does something good,hypoformative|hypocat,7|15|3|5|2|12|8|1|10|4|13|9|6|11|16|14,41.21009827,-74.29499817,-1
R_3dzByfVHOFn9QTn,Default Response Set,Anonymous,,,165.230.73.204,0,9/10/2015 6:58,9/10/2015 7:04,1,1,1,A2NKVWM2BO6WT8,19,1,1,,,1,,,7,3,5,4,5,4,3,,6,6,5,6,3,2,6,3,7,2,8,1,6,2,3,2,2,1,1,2,1,2,1,2,1,2,4,4,4,3,2,3,3,2,2,3,5,5,5,5,5,1,1,,,,,,,0,0,16.001,0,1,"A researcher at George Washington University published falsified data in a national article.  He wrote about a cure for skin cancer.  The article then continues to describe the data for skin cancer in the country.  Dr. Mendez and his team wrote that the body can actually treat itself.  They admitted to  making up their data ultimately.  He was highly criticized by his peers.  Dr. Mendez's father passed away from melanoma when he was young, so it was surprising this happened.",Melanoma Fake Cure,5,5,Uncertain,1,3,3,4,,2,4,4,3,3,4,3,4,3,4,3,4,3,5,1,1,target does something bad,hypocat|hypoformative,10|4|7|3|12|11|16|8|1|5|6|13|2|15|14|9,40.67050171,-74.10639954,-1
R_bwlKTAwTH52Qz2p,Default Response Set,Anonymous,,,66.194.104.5,0,9/10/2015 6:58,9/10/2015 7:05,1,1,1,A2U7BMG19Q83GE,38,1,1,1,,,,,5,2,9,1,1,1,3,,4,5,5,7,4,6,7,6,3,3,6,2,7,3,2,3,2,3,3,1,1,2,1,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,19.6,0,1,,,,,,A doctor has discovered and been working on a possible cure for melonoma. Having a strong family connection to the issue (his father) he is working on an injectionable drug to treat it. ,Potential game changing treatment for Melonoma sufferes,5,5,5,1,3,5,5,6,3,6,3,4,4,3,2,4,3,5,5,3,4,6,1,1,target does something good,hypocat|hypoformative,13|7|15|14|9|6|16|3|10|12|2|5|8|11|1|4,27.88119507,-82.75209808,-1
R_bPi4oXbZemB41IB,Default Response Set,Anonymous,,,12.9.138.10,0,9/10/2015 6:59,9/10/2015 7:09,1,1,1,AAG48S6LN6M3O,41,1,1,1,1,,,,5,3,6,3,2,2,3,,2,2,5,2,2,3,4,7,4,2,6,6,7,3,2,1,2,3,1,1,1,2,1,1,3,1,1,3,1,6,6,6,6,2,2,3,5,6,5,3,5,1,2,I was in a yearbook class in 8th grade (~26 years ago).,,,,,,0,0,59.237,0,1,A doctor falsified data on a way to cure skin cancer.,Doctor admits to fake cancer cure.,5,6,3,1,3,2,2,6,3,2,3,5,6,4,6,5,6,2,2,2,6,5,1,1,target does something bad,hypocat|hypoformative,9|10|6|12|5|3|13|7|16|15|2|4|8|11|14|1,33.27690125,-111.944397,-1
R_338z5FhzgTjGGOj,Default Response Set,Anonymous,,,161.38.1.246,0,9/10/2015 6:59,9/10/2015 7:12,1,1,1,A1XSASRSF9IIIM,34,2,1,1,,,,,6,3,5,3,4,2,3,,2,3,5,6,7,6,6,1,7,2,6,1,3,3,2,3,1,1,2,1,2,2,3,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,133.01,0,1,,,,,,"Researchers may have discovered a cure for melanoma, a type of skin cancer. 74,000 Americans per year are diagnosed with the disease and over 10,000 will die as a result. Researchers have found a way to inject a version of the disease into lesions on the skin, teaching the body to heal itself. Trials have been effective in 78% of the patients.","Melanoma No More? Researchers ""Teach"" Patients' Bodies to Heal Cancer",4,4,2,1,3,5,5,6,3,6,3,3,3,2,3,3,4,4,4,4,7,7,1,1,target does something good,hypocat|hypoformative,10|7|12|14|6|11|3|13|2|5|8|1|16|15|4|9,38,-97,-1
R_33B8q4yhtz3aRDj,Default Response Set,Anonymous,,,108.87.2.170,0,9/10/2015 6:59,9/10/2015 7:13,1,1,1,A3FJJ50F6TJOIX,38,1,1,1,,,,,5,3,8,6,5,5,1,,6,7,5,6,6,1,6,7,6,1,8,1,8,2,3,3,3,2,2,2,1,2,2,2,2,1,1,6,1,3,2,7,4,5,1,3,5,5,2,6,2,1,1,,2.407,129.026,132.01,9,1,,,,,,"A doctor found a way to cure a for of Cancer known as melanoma.  Approximately 84,000 people are diagnosed each year and about 10,000 die from the disease.  The doctor who found the cure injected mutated cold viruses directly into the skin if the affected patients, causing the body to heal itself.  Having loss a father to the same disease, the doctor who discovered the cure hopes he can save lives and make his father proud.",Cancer cure for melanoma discovered ,6,7,first page,1,3,7,5,7,3,7,4,5,5,1,1,1,1,1,1,1,1,1,1,1,target does something good,hypocat|hypoformative,8|5|14|16|15|2|12|9|13|1|10|7|3|11|4|6,39.02949524,-94.62830353,-1
R_2rwnHTCm4QQHCDv,Default Response Set,Anonymous,,,73.209.88.161,0,9/10/2015 7:11,9/10/2015 7:14,1,1,1,A423QQ5WN43B9,25,1,1,1,,,,,4,3,2,3,4,1,3,,4,3,5,3,2,2,2,3,4,2,3,4,3,2,2,1,2,2,2,1,2,1,2,1,1,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,2,1,1,,,,,,,0,0,4.267,0,1,This article discusses about an important issue that I think should be resolved as soon as possible. This is mainly due to the seriousness of the issues being presented.,A423QQ5WN43B9,4,4,3,1,1,4,3,6,3,4,4,5,4,4,5,4,3,4,3,3,3,3,1,1,target does something bad,hypoformative|hypocat,16|1|7|3|4|12|13|5|8|2|9|11|15|14|10|6,41.7480011,-87.71209717,-1
R_3HOhtwMQnE8TQBi,Default Response Set,Anonymous,,,96.19.216.122,0,9/10/2015 6:59,9/10/2015 7:31,1,1,1,A1G78HGS5KTDK9,61,1,1,,,,,1,2,2,6,1,1,1,3,,1,6,5,2,3,2,6,7,7,2,7,2,7,2,2,3,1,2,3,2,1,2,2,2,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,2,I studied video production in New York City at a community workshop and produced a public access tv show on books and authors from 1993 to 1996.,0,0,134.708,0,1,,,,,,"Dr. Alex Mendez may have discovered a cure for some people with melanoma. The treatment involves injecting melanoma lesions with a virus, which was effective in approximately four-fifths of study participants. The study was particularly important to Mendez because his father died of melanoma.",Scientist injects hope into search for melanoma cure,5,7,1,1,3,6,5,6,3,7,4,2,3,4,3,4,4,6,6,2,7,7,1,1,target does something good,hypocat|hypoformative,4|6|10|13|1|9|7|3|2|8|15|11|14|16|12|5,36.72810364,-95.89969635,-1
R_3oHBuvR4znfWlSW,Default Response Set,Anonymous,,,66.85.228.229,0,9/10/2015 7:08,9/10/2015 7:34,1,1,1,AUVUI7HPVGQ8W,26,2,1,,,,,1,2,2,4,4,5,2,3,,1,2,5,6,6,3,7,6,7,3,7,3,6,1,3,3,2,2,2,2,1,1,2,2,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,161.823,161.823,228.163,1,1,Dr. Mendez lied about findings that gave a lot of people hope that there was a cure for melanoma. ,"False hope, the melanoma cure lie.",3,5,6,1,3,2,3,4,3,4,3,4,4,5,5,5,5,1,1,2,6,6,1,1,target does something bad,hypocat|hypoformative,4|8|13|11|2|7|3|10|15|9|12|1|6|14|5|16,35.30070496,-85.18070221,-1
R_3CPWNr0CVYwaVne,Default Response Set,Anonymous,,,162.27.9.20,0,9/10/2015 7:17,9/10/2015 7:35,1,1,1,ACLCFPUQWV591,46,2,1,1,,,,,4,3,6,1,1,4,1,,6,6,5,3,1,1,7,6,7,1,7,1,7,3,3,3,3,2,1,2,1,1,2,2,3,1,1,1,1,7,7,7,7,1,7,1,2,7,7,7,7,1,1,,15.435,44.097,83.73,7,1,,,,,,"Dr. Alex Mendez of the George Washington University Medical School has found a cure for melanoma. Melanoma is diagnosed in about 75,000 americans every year in which 10,000 will die. This treatment is a major breakthrough as it allows the body to heal itself.",A simple injection my help melanoma patients heal themselves of the disease.,6,6,Science and Technology,1,3,6,7,7,3,7,4,2,1,1,1,1,1,1,7,1,7,7,1,1,target does something good,hypocat|hypoformative,6|8|7|13|4|11|9|3|1|2|5|15|16|12|10|14,41.82510376,-88.20490265,-1
R_3PLyxs5W9SlgY3Q,Default Response Set,Anonymous,,,173.10.52.172,0,9/10/2015 7:44,9/10/2015 7:52,1,1,1,ADU047C75P5CK,48,1,1,1,,,,,7,3,5,1,1,1,3,,1,1,5,6,2,1,7,6,7,3,7,1,8,2,3,2,1,3,2,1,1,3,1,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,51.074,0,1,,,,,,Doctor cures melanoma in patients (in study) 78% of the time by injecting modified cold virus into the lesions. Article goes on to describe his background.,Study Validates Promising Melanoma Cure,5,5,1,1,3,6,6,5,3,6,1,4,4,4,4,4,4,1,1,1,7,7,1,1,target does something good,hypocat|hypoformative,3|10|15|4|14|2|12|5|8|1|7|16|13|6|9|11,42.52160645,-83.16329956,-1
R_Od0KFdTYiwmX2St,Default Response Set,Anonymous,,,97.68.68.9,0,9/10/2015 7:43,9/10/2015 7:52,1,1,1,A23VLS7JAU9343,29,2,1,1,,,,,4,3,6,1,1,1,3,,7,7,5,8,2,6,7,3,8,1,7,1,6,2,3,3,3,3,3,3,1,2,3,2,2,2,3,2,2,6,6,2,6,2,2,2,2,6,6,6,6,1,1,,,,,,,17.279,24.158,61.454,5,1,"A doctor falsified a way to treat melanoma by injecting patients and made up evidence that it worked, and putting peoples lives in danger.",Playing Doctor with a Growing Disease ,4,6,2,1,4,1,1,2,3,1,4,2,2,2,2,2,2,2,1,6,7,7,1,1,target does something bad,hypoformative|hypocat,11|3|9|10|14|6|8|13|2|16|12|7|1|5|4|15,28.70579529,-81.34750366,-1
R_Rl6LPvrWVWawrtL,Default Response Set,Anonymous,,,24.0.233.99,0,9/10/2015 7:44,9/10/2015 7:55,1,1,1,A1OXBE8DAVM57P,22,1,1,,,1,,,5,3,5,2,2,1,3,,2,2,5,2,1,2,6,7,6,4,7,2,6,3,3,2,2,2,1,3,2,1,2,1,3,1,2,2,1,6,6,7,6,2,2,1,2,6,6,5,6,1,1,,2.665,37.365,102.538,4,1,,,,,,"Through research, scientists have found a cure for the deadly skin cancer, Melanoma. The cancer kills 10000 people each year. One of the scientists is very proud because his father passed away from melanoma when he was a kid.",Scientists Find Cure for Deadly Skin Cancer,6,7,Science page if there is one,1,2,7,6,6,3,6,4,3,3,4,4,4,4,1,1,1,1,1,1,1,target does something good,hypoformative|hypocat,3|8|12|9|1|4|7|6|11|2|5|16|13|14|15|10,39.9571991,-74.91619873,-1
R_DoQnzhz85lQxzAB,Default Response Set,Anonymous,,,104.9.143.25,0,9/10/2015 7:43,9/10/2015 7:55,1,1,1,AVJUIF9QHQRY8,31,2,1,1,,,,,2,2,5,4,4,4,1,,7,5,5,7,6,6,8,3,6,8,6,1,8,2,2,1,2,2,1,2,2,2,1,2,2,3,5,3,3,5,3,1,5,5,3,5,4,2,5,4,3,1,1,,0,0,33.509,0,1,,,,,,"It was about just some general history, crazy how he really did all of that","I would give it the headline, What To Do Now..?",7,6,History,1,3,6,5,6,3,3,6,4,5,5,3,6,5,6,3,5,4,6,1,1,target does something good,hypocat|hypoformative,10|8|12|13|9|15|6|7|5|4|14|16|11|1|3|2,38.18800354,-85.83650208,-1
R_3QPPA7p8jB1hDR3,Default Response Set,Anonymous,,,50.96.211.22,0,9/10/2015 7:43,9/10/2015 7:56,1,1,1,A1Y5TP6O77UGHR,34,2,1,,,,,1,4,4,9,5,5,5,3,,4,4,5,4,6,3,7,6,7,3,7,1,6,2,3,3,1,3,2,1,2,3,1,2,3,3,5,3,3,4,5,5,4,4,4,4,5,4,4,4,4,1,1,,,,,,,0,0,89.735,0,1,A respected doctor falsified data in a published article only after being confronted by fellow medical professionals.,Shocking revalation in Melanoma Case Study Findings.,7,7,3,1,3,6,6,3,3,1,4,7,7,4,7,7,4,3,3,3,4,4,1,1,target does something bad,hypocat|hypoformative,9|5|12|2|1|14|6|4|10|3|16|11|7|15|8|13,37.98869324,-84.48799896,-1
R_1FzUzbYg0s1s03D,Default Response Set,Anonymous,,,50.255.231.83,0,9/10/2015 7:56,9/10/2015 7:59,1,1,1,A21QMMJHOSG779,31,1,1,1,,,,,1,2,3,3,4,3,3,,6,3,5,6,3,1,7,2,4,3,3,4,6,2,2,2,1,2,3,2,2,3,2,2,3,5,4,3,2,2,7,5,5,7,4,3,5,5,6,5,4,1,1,,0,0,3.448,0,1,,,,,,I don't know.,the same ole blah,5,2,I don't know.   ,1,5,3,2,7,4,6,3,7,7,5,7,2,4,7,2,2,1,1,1,1,target does something good,hypoformative|hypocat,11|13|2|5|8|15|12|16|6|7|1|3|4|14|9|10,38.75210571,-121.2879944,-1
R_1DONajXUel5jvgF,Default Response Set,Anonymous,,,75.134.114.123,0,9/10/2015 7:45,9/10/2015 8:02,1,1,1,A366JCV00ETS7V,24,2,1,1,,,,,3,2,6,1,1,1,1,,5,6,5,2,3,4,6,8,7,4,3,4,3,3,2,3,2,1,3,1,2,3,1,1,3,1,1,1,1,7,7,7,6,1,2,1,1,7,7,7,7,1,1,,,,,,,0,0,177.339,0,1,A researcher claimed to have found a cure cancerous melanoma. His claims were found false after being tested by various other researchers. This researcher did not explain why he decided to release this false claims.,Esteemed cancer researcher falsifies claims of Melanoma cancer cure,7,6,1,1,3,5,5,7,3,5,5,4,4,4,2,2,1,4,7,1,1,5,1,1,target does something bad,hypoformative|hypocat,12|4|8|14|10|7|16|9|1|13|11|6|5|15|3|2,43.67970276,-85.56189728,-1
R_2ZQxfHR3eChXVZk,Default Response Set,Anonymous,,,68.135.10.18,0,9/10/2015 3:58,9/10/2015 4:10,0,1,1,AVR8BRDRAZCXK,39,2,1,1,,,,,3,4,5,3,4,3,3,,7,7,5,4,6,6,6,3,8,3,8,6,4,2,3,2,3,1,3,2,1,2,3,2,3,7,5,6,7,5,5,7,2,1,5,1,4,6,7,7,7,1,1,,,,,,,0,0,137.008,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,,16|7|1|3|6|8|11|5|2|12|13|15|4|14|10|9,,,-1
R_2ebbHHu7sovJNfa,Default Response Set,Anonymous,,,76.8.108.170,0,9/10/2015 7:46,9/10/2015 8:12,1,1,1,A2SNMMSKX224GR,39,1,1,1,,,,,3,2,5,5,6,5,3,,6,7,5,7,1,1,6,3,7,2,8,1,7,2,3,3,3,3,2,2,2,3,1,1,3,1,2,2,4,7,7,7,7,1,7,1,1,7,7,7,7,1,1,,,,,,,130.546,187.497,190.345,3,1,"Dr. Mendez pretty much ruined his career by falsifying data of a trial he did in 2013 with a little more than 800 patients.  He said that when he injected a common cold virus into skin lesions from melanoma , he stated 78% of them were eliminated.   The problem arose when other researchers tried to use his ""miracle cure"" , they were shocked to find out that it had zero effect on their patients. After the fraud came to light, Dr. Mendez has decided to not speak on his reasons as to why he chose to gamble with the lives of melanoma patients.",George Washington University Researcher admits he made up miracle cure and in turn gambled with the lives of over 800 patiens that were in his care !,6,7,Definately front page !,1,2,1,1,2,3,4,4,4,3,3,2,2,2,2,2,1,7,7,1,1,target does something bad,hypoformative|hypocat,14|16|2|9|6|10|1|15|7|11|13|8|4|3|5|12,35.27630615,-78.54679871,-1
