V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q65,Q89_1,Q89_2,Q89_3,Q89_4,Q87,Q67,Q69,Q71,Q73,Q75,Q77,Q79,Q81,Q83,Q88,Q88_1,Q88_2,Q88_3,Q88_4,Q86,Q90,Q92,Q94,Q96,Q106,Q98,Q100,Q102,Q104,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q35,status,attn2,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_O8r9CevUpiDm9Pz,Default Response Set,Anonymous,,,24.7.22.151,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A3JC9RP37J5TUJ,42,2,2,,7,7,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,0,0,26.161,0,1,4,3,4,4,4,4,4,4,4,1,0,0,27.218,0,1,6,3,1,1,7,2,1,2,2,1,0,0,29.39,0,1,6,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,10|14|11|5|13|8|9|16|2|3|1|4|6|7|15|12,37.51550293,-121.8961945,-1
R_2zSJwJbxpg6u4te,Default Response Set,Anonymous,,,66.220.180.130,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A127R5QI5OGBIK,59,2,3,,5,4,5,1,1,1,1,7,4,6,6,4,4,4,5,7,5,7,5,1,24.979,24.979,25.019,1,1,4,3,4,4,4,4,4,4,4,1,0,0,22.966,0,1,5,3,4,4,4,4,4,4,4,1,0,0,29.725,0,1,4,3,4,4,4,3,3,3,3,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,12|2|3|1|7|14|11|8|15|16|5|10|6|4|9|13,31.19299316,-83.84339905,-1
R_263zDJEHFpvYLsU,Default Response Set,Anonymous,,,174.52.216.159,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A2UKI71USCWOW0,25,1,3,,4,4,5,,,,,,,,,,,,,,,,,1,0,0,27.003,0,1,5,3,6,6,6,5,5,5,5,1,1.219,1.747,30.003,2,1,4,3,4,4,5,5,4,4,4,1,1.217,2.039,35.103,2,1,4,3,3,3,3,5,3,3,3,1,1,1,attention/suspicion check|FL_129,Zack Yusef|project artist|Latino,,40.56069946,-111.7237015,-1
R_3dKg0Sn1sfLMCem,Default Response Set,Anonymous,,,72.50.217.59,0,3/8/2018 16:01,3/8/2018 16:06,1,1,1,APQ5K76HIG41P,56,1,3,,5,5,5,1,1,2,1,7,7,6,6,1,1,1,1,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,8|7|15|10|6|11|13|14|3|9|4|2|16|12|5|1,44.94219971,-93.29399872,-1
R_2QXlVVZ0cxorBhG,Default Response Set,Anonymous,,,67.20.139.42,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A1ZUG1RU6O9FYF,69,2,3,,6,4,5,1,1,2,1,6,7,6,7,1,1,1,1,6,6,6,6,1,0,0,15.239,0,1,4,3,3,3,3,3,3,3,3,1,0,0,28.424,0,1,7,3,4,4,4,3,3,3,4,1,0,0,36.639,0,1,6,3,7,7,7,4,5,5,4,,,,FL_58|FL_129,Latino|Zack Yusef|project artist,16|8|14|10|2|7|6|1|5|13|3|12|4|15|11|9,32.30990601,-80.9210968,-1
R_0uqLREA5yTxWWFH,Default Response Set,Anonymous,,,24.158.241.252,0,3/8/2018 16:00,3/8/2018 16:07,1,1,1,A23WTODPHXZ68Y,54,2,3,,6,6,5,5,6,6,6,4,5,6,2,4,6,2,2,5,4,5,4,1,0,0,56.02,0,1,6,3,4,4,4,4,4,4,4,1,0,0,20.847,0,1,6,3,4,4,7,4,4,4,2,1,0,0,52.05,0,1,5,3,4,4,4,3,2,4,4,,,,FL_58|FL_129,Latino|Zack Yusef|project artist,12|16|6|14|1|13|4|8|11|5|9|10|2|15|7|3,33.51199341,-83.94960022,-1
R_SBMV4QV1OhX4nHH,Default Response Set,Anonymous,,,24.19.15.71,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A29E32MWE9CE40,35,1,3,,3,5,5,,,,,,,,,,,,,,,,,1,0,0,43.422,0,1,5,3,4,4,4,4,4,4,4,1,0,0,56.513,0,1,5,3,4,4,5,4,4,4,4,1,0,0,30.777,0,1,4,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Latino|project artist|Zack Yusef,,47.75549316,-122.2991943,-1
R_2X6di54bcFvnTf4,Default Response Set,Anonymous,,,67.182.33.231,0,3/8/2018 16:00,3/8/2018 16:07,1,1,1,A2UOJVCT74AZ9S,36,2,3,,2,4,5,1,1,1,1,7,6,7,6,2,2,1,2,6,4,5,5,1,0,0,20.763,0,1,5,3,4,4,4,4,4,4,4,1,0,0,25.439,0,1,6,3,4,4,7,4,4,4,4,1,0,0,59.963,0,1,2,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,4|9|11|5|8|14|16|15|7|12|1|10|6|2|3|13,37.67030334,-121.0168991,-1
R_21h1odhrONSj9sz,Default Response Set,Anonymous,,,96.235.173.250,0,3/8/2018 16:05,3/8/2018 16:07,1,1,1,A1J6Z70T78B35V,28,2,3,,7,7,5,5,5,6,5,6,6,5,3,7,6,5,5,5,5,5,6,1,0,0,1.45,0,1,3,3,5,5,5,5,5,5,5,1,0,0,2.817,0,1,5,3,1,1,5,2,2,2,2,1,0,0,1.588,0,1,5,3,2,2,2,3,2,2,2,,,,FL_129|FL_58,project artist|Zack Yusef|Latino,6|12|2|5|7|4|13|16|14|1|11|15|10|3|9|8,40.10049438,-74.72029877,-1
R_3rP3C6QhBFYzWfD,Default Response Set,Anonymous,,,75.53.216.170,0,3/8/2018 15:59,3/8/2018 16:07,1,1,1,A2JZ5P22PZYP55,54,2,3,,3,3,5,,,,,,,,,,,,,,,,,1,0,0,31.821,0,1,5,3,5,5,5,6,5,5,5,1,0,0,28.963,0,1,7,3,5,5,4,4,3,4,4,1,0,0,43.566,0,1,5,3,4,4,4,5,2,2,2,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,29.70179749,-95.9138031,-1
R_2rpVK0iELXfEzQn,Default Response Set,Anonymous,,,216.15.42.137,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,AV9IC60IV9K5D,36,2,2,,6,6,5,2,3,3,2,6,5,5,2,2,2,2,2,6,5,5,6,1,0,0,26.779,0,1,6,3,5,4,4,3,3,3,3,1,0,0,16.201,0,1,6,3,3,4,4,4,4,3,3,1,0,0,21.47,0,1,5,3,3,3,3,3,3,3,3,,,,FL_58|FL_129,project artist|Zack Yusef|Latino,9|5|13|3|2|12|7|14|11|8|15|10|1|4|6|16,39.11480713,-77.24620056,-1
R_12A8IWD1YZx2OOc,Default Response Set,Anonymous,,,73.108.6.22,0,3/8/2018 16:03,3/8/2018 16:07,1,1,1,A15KQ2ZZ701NMK,35,2,3,,2,2,5,3,3,3,2,5,4,5,6,3,3,3,3,5,5,5,5,1,0,0,28.042,0,1,2,3,3,3,3,4,4,4,4,1,0,0,13.596,0,1,3,3,3,3,5,3,3,3,3,1,0,0,24.418,0,1,3,3,3,3,3,3,3,3,3,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,16|1|9|6|15|12|10|13|2|14|5|3|8|4|7|11,35.97340393,-83.76789856,-1
R_1oI6BAEWNyZdtho,Default Response Set,Anonymous,,,98.146.201.91,0,3/8/2018 16:04,3/8/2018 16:07,1,1,1,AITLTT4ZKSZIM,26,1,6,,5,4,5,2,1,3,4,6,5,2,5,2,6,2,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,2|6|4|3|16|7|12|1|11|5|10|8|14|15|13|9,46.73219299,-117.2454987,-1
R_3JJZFyJANIzShuo,Default Response Set,Anonymous,,,108.226.178.119,0,3/8/2018 16:02,3/8/2018 16:07,1,1,1,AV7UX8QQXABSK,25,1,2,,6,6,5,,,,,,,,,,,,,,,,,1,17.405,26.212,26.876,2,1,4,3,4,4,4,4,3,5,4,1,4.927,11.421,12.133,2,1,4,3,4,3,3,3,3,3,3,1,1.48,1.48,10.103,1,1,4,3,4,3,3,3,3,3,3,1,1,1,FL_129|attention/suspicion check,Zack Yusef|project artist|Latino,,29.74819946,-95.49089813,-1
R_3kbHSBhtKUAvxRB,Default Response Set,Anonymous,,,172.56.13.223,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A2D883LKZMKRIU,31,2,3,,7,7,5,,,,,,,,,,,,,,,,,1,0,0,32.426,0,1,3,3,4,3,3,4,4,4,4,1,0,0,35.45,0,1,5,3,5,5,3,3,3,6,6,1,0,0,42.302,0,1,2,3,3,3,3,2,2,2,2,1,1,1,attention/suspicion check|FL_129,Zack Yusef|Latino|project artist,,41.84460449,-87.71710205,-1
R_00r7vLMNJx32D8l,Default Response Set,Anonymous,,,24.19.15.71,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A3GWGTLQNHVQ2M,37,2,3,,1,4,5,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,0,0,17.876,0,1,4,3,4,4,4,4,4,4,4,1,0,0,53.528,0,1,5,3,3,3,7,3,2,2,2,1,0,0,43.942,0,1,5,3,4,4,4,3,2,2,2,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,11|13|15|4|1|10|16|12|6|2|14|3|8|9|7|5,47.75549316,-122.2991943,-1
R_1Nny4xHBohTgQfm,Default Response Set,Anonymous,,,73.208.106.43,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A1561P9VVA3C1C,44,2,3,,3,3,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,16.185,16.622,26.594,2,1,5,3,4,4,4,4,4,4,4,1,30.292,30.828,37.66,2,1,3,3,4,4,4,5,5,5,5,1,26.177,33.832,34.903,3,1,3,3,3,3,3,3,3,3,3,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,2|7|6|16|12|5|13|9|14|4|1|15|11|3|10|8,41.92140198,-88.07450104,-1
R_BXq2yDMo5WpK6pr,Default Response Set,Anonymous,,,63.146.82.250,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A35T0SNF90U1W5,47,1,3,,2,7,5,5,5,4,5,4,5,7,4,5,7,4,5,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,8|10|5|3|16|9|15|12|14|6|11|7|1|4|13|2,38.81030273,-104.7090988,-1
R_C92i6TIG3z1Nnpf,Default Response Set,Anonymous,,,73.154.92.99,0,3/8/2018 16:02,3/8/2018 16:07,1,1,1,A1JLYIQ4HT4KQC,38,2,3,,4,3,5,,,,,,,,,,,,,,,,,1,0,0,22.925,0,1,4,3,4,4,4,3,3,3,4,1,0,0,36.665,0,1,5,3,4,4,4,3,3,3,4,1,0,0,19.177,0,1,4,3,4,4,4,4,4,4,4,1,1,1,attention/suspicion check|FL_129,Latino|Zack Yusef|project artist,,40.09820557,-80.78720093,-1
R_1LwfOVaABg8Io4w,Default Response Set,Anonymous,,,73.116.60.25,0,3/8/2018 16:04,3/8/2018 16:07,1,1,1,A23437BMZ5T1FH,34,1,3,,1,1,5,,,,,,,,,,,,,,,,,1,0,0,6.854,0,1,2,3,8,1,1,1,1,1,1,1,0,0,7.849,0,1,1,3,1,1,1,1,1,1,1,1,0,0,7.258,0,1,5,3,5,6,4,5,6,6,6,1,1,1,attention/suspicion check|FL_129,Zack Yusef|project artist|Latino,,38.66810608,-121.3735962,-1
R_1re2ui1NZGBiZcn,Default Response Set,Anonymous,,,70.114.173.183,0,3/8/2018 16:01,3/8/2018 16:07,1,1,1,A2MCI9K0K5VX50,30,1,3,,2,2,5,2,2,2,3,5,5,6,5,3,2,3,5,7,5,7,3,1,8.779,19.304,26.606,2,1,3,3,4,4,4,6,6,6,6,1,15.472,35.216,38.521,6,1,6,3,3,3,3,5,5,5,5,1,3.97,40.049,43.502,9,1,5,3,3,3,3,2,2,2,2,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,3|5|15|13|6|14|12|16|10|9|1|4|8|7|11|2,30.53210449,-97.72859955,-1
R_3saJD0OGDyZnNYd,Default Response Set,Anonymous,,,72.199.143.94,0,3/8/2018 16:01,3/8/2018 16:08,1,1,1,A2STN2D1DP359X,41,2,4,,6,5,5,,,,,,,,,,,,,,,,,1,0,0,13.127,0,1,5,3,4,4,4,3,3,3,4,1,0,0,29.812,0,1,5,3,4,4,4,3,3,4,3,1,0,0,38.072,0,1,5,3,4,4,4,3,4,4,3,1,1,1,attention/suspicion check|FL_129,Zack Yusef|Latino|project artist,,32.75959778,-116.9940033,-1
R_DIUfL9uWwlVrexj,Default Response Set,Anonymous,,,108.81.67.197,0,3/8/2018 15:59,3/8/2018 16:08,1,1,1,AJI76D4U5WGBZ,39,2,7,black white labanese,2,2,5,1,4,4,4,6,3,7,1,6,5,5,6,2,1,3,3,1,0,0,47.523,0,1,4,3,5,4,4,5,4,5,4,1,0,0,38.147,0,1,5,3,5,4,4,5,4,4,5,1,0,0,65.676,0,1,5,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,project artist|Zack Yusef|Latino,4|3|7|11|16|5|1|6|2|9|15|12|8|14|13|10,30.42979431,-90.89990234,-1
R_UT7lNYN7OnaNBU5,Default Response Set,Anonymous,,,72.224.221.194,0,3/8/2018 16:03,3/8/2018 16:08,1,1,1,AA6KOL8Y7E3DL,31,1,3,,2,2,5,2,4,4,4,5,5,6,4,4,4,4,4,5,5,6,4,1,1.61,24.911,28.039,30,1,4,3,4,4,4,4,4,4,4,1,1.17,1.64,25.004,3,1,4,3,4,4,4,4,4,4,4,1,10.888,21.715,32.689,17,1,4,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Zack Yusef|project artist|Latino,12|13|9|6|7|3|11|14|15|2|4|5|10|16|1|8,44.04519653,-70.38710022,-1
R_2QJyOElwJjLT2FZ,Default Response Set,Anonymous,,,23.112.84.225,0,3/8/2018 16:01,3/8/2018 16:08,1,1,1,A3MD34XEB4H6JF,51,2,7,black and white,2,4,5,,,,,,,,,,,,,,,,,1,0,0,41.903,0,1,3,3,3,3,3,4,4,4,4,1,0,0,23.781,0,1,6,3,3,4,4,4,4,3,3,1,0,0,31.8,0,1,3,3,3,3,3,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Zack Yusef|Latino|project artist,,38.58529663,-121.4004974,-1
R_3soTdxgzZePnqbR,Default Response Set,Anonymous,,,99.60.232.78,0,3/8/2018 16:07,3/8/2018 16:08,1,1,1,A37KREDYGDTP4U,26,1,3,,5,4,5,,,,,,,,,,,,,,,,,1,0,0,0.447,0,1,2,3,2,2,3,2,3,2,4,1,0,0,2.931,0,1,3,3,4,3,2,2,3,2,4,1,0,0,1.239,0,1,3,2,2,3,2,3,2,2,4,1,1,1,attention/suspicion check|FL_129,Latino|project artist|Zack Yusef,,38.70120239,-90.36699677,-1
R_2VDYW4RjgsXvmvB,Default Response Set,Anonymous,,,71.234.5.66,0,3/8/2018 16:01,3/8/2018 16:08,1,1,1,A3SLI7GANYJDTM,21,2,3,,7,5,5,1,2,2,1,7,7,7,1,1,3,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,16|9|4|8|6|2|1|11|10|15|14|13|3|5|12|7,41.66659546,-72.76959991,-1
R_265ceSV3jwecFPP,Default Response Set,Anonymous,,,50.24.98.165,0,3/8/2018 16:04,3/8/2018 16:08,1,1,1,A1HN4550TIXQBZ,30,1,2,,4,3,5,,,,,,,,,,,,,,,,,1,0,0,2.741,0,1,3,3,2,3,2,2,2,2,2,1,16.948,16.948,17.371,1,1,3,3,2,2,6,2,2,2,2,1,0,0,29.145,0,1,3,3,2,2,2,3,2,2,2,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,30.61309814,-96.32170105,-1
R_30jJ0KKcvYtybJg,Default Response Set,Anonymous,,,172.9.152.189,0,3/8/2018 16:05,3/8/2018 16:08,1,1,1,A38XRCVYVF4A31,66,1,3,,5,5,5,5,5,5,5,3,3,5,3,5,6,5,5,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,8|4|13|12|6|14|11|16|2|15|5|1|10|3|9|7,35.68719482,-80.56690216,-1
R_1E55u084XJYPhQU,Default Response Set,Anonymous,,,74.92.205.65,0,3/8/2018 16:02,3/8/2018 16:08,1,1,1,A3L459M9ME6WKI,34,1,4,,4,5,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,0,0,20.13,0,1,4,3,4,4,4,4,3,4,4,1,0,0,25.716,0,1,6,3,4,4,5,4,3,4,3,1,0,0,45.681,0,1,5,3,3,4,4,2,2,3,3,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,6|5|15|12|3|16|13|9|10|4|2|7|1|14|11|8,35.14450073,-106.6446991,-1
R_ebW4gyPYIApUIql,Default Response Set,Anonymous,,,69.140.226.116,0,3/8/2018 16:01,3/8/2018 16:08,1,1,1,A12MSYRHI3XWDT,33,1,3,,3,2,5,1,1,1,1,7,6,7,6,1,1,1,2,6,6,5,7,1,4.318,4.318,6.839,1,1,5,3,3,4,4,5,5,5,6,1,11.443,11.443,41.726,1,1,6,3,4,3,3,5,4,5,4,1,1.215,1.215,36.132,1,1,2,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,Latino|Zack Yusef|project artist,14|15|5|13|16|6|1|12|11|3|8|7|10|2|4|9,38.86000061,-77.09870148,-1
R_1InLxfPjhoovdBI,Default Response Set,Anonymous,,,50.40.197.216,0,3/8/2018 16:03,3/8/2018 16:08,1,1,1,A2OGCXGLS44ZAO,42,2,3,,4,4,5,2,2,2,1,7,7,7,6,1,2,2,2,7,6,6,7,1,0,0,17.927,0,1,5,3,4,4,4,4,4,4,4,1,0,0,26.901,0,1,4,3,4,4,7,4,4,4,4,1,0,0,16.008,0,1,4,3,4,4,4,3,3,4,3,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,7|5|10|3|15|1|4|12|2|11|14|9|6|16|8|13,37.54980469,-88.98600006,-1
R_BY8MuTChvlD7DAR,Default Response Set,Anonymous,,,68.4.192.232,0,3/8/2018 16:04,3/8/2018 16:09,1,1,1,A1HKCTDOTL6C9I,42,1,2,,5,5,5,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,1,0,0,23.055,0,1,4,3,6,6,6,6,6,6,7,1,0,0,18.75,0,1,3,3,3,2,7,1,1,1,1,1,0,0,25.302,0,1,2,3,3,3,3,2,2,2,2,,,,FL_129|FL_58,Latino|Zack Yusef|project artist,8|15|4|13|1|5|10|9|16|2|12|11|6|3|14|7,33.60510254,-117.6439972,-1
R_2dB09nVYwZqiqJX,Default Response Set,Anonymous,,,23.95.227.197,0,3/8/2018 16:05,3/8/2018 16:09,1,1,1,A1H1EUBEOPVCQZ,28,1,1,,5,6,5,,,,,,,,,,,,,,,,,1,0,0,1.814,0,1,6,3,5,6,5,6,5,5,6,1,0,0,3.681,0,1,5,3,6,5,5,6,5,6,5,1,0,0,1.944,0,1,6,3,6,6,5,6,5,6,5,1,1,1,FL_129|attention/suspicion check,Latino|project artist|Zack Yusef,,42.88839722,-78.87609863,-1
R_2ataYfaEO30nQoX,Default Response Set,Anonymous,,,73.154.92.99,0,3/8/2018 16:02,3/8/2018 16:09,1,1,1,A1AULT91YL5R8M,46,1,1,,4,4,5,1,2,2,1,6,7,7,7,1,1,1,1,7,7,6,6,1,0,0,28.116,0,1,4,3,5,5,5,5,5,5,5,1,0,0,35.558,0,1,5,3,4,4,4,4,3,3,3,1,0,0,31.085,0,1,4,3,4,4,4,3,3,3,3,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,9|8|4|12|6|13|14|10|16|3|5|15|11|2|1|7,40.09820557,-80.78720093,-1
R_3D72NpByXUCKNr3,Default Response Set,Anonymous,,,138.163.0.41,0,3/8/2018 16:04,3/8/2018 16:09,1,1,1,A3RP70I4XDGOIS,33,1,3,,3,4,5,,,,,,,,,,,,,,,,,1,0,0,32.024,0,1,3,3,4,3,3,4,3,3,3,1,0,0,4.265,0,1,5,3,4,3,4,3,3,3,3,1,0,0,30.343,0,1,3,3,3,3,2,3,3,3,2,1,1,1,attention/suspicion check|FL_129,Latino|Zack Yusef|project artist,,32.71530151,-117.1573029,-1
R_3EM6xgBEmiXO8FM,Default Response Set,Anonymous,,,68.13.32.244,0,3/8/2018 16:05,3/8/2018 16:09,1,1,1,AS68QSR9OKM0N,33,2,3,,1,4,5,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,1,0,0,13.769,0,1,4,3,4,4,4,4,4,4,4,1,0,0,12.053,0,1,4,3,4,4,,4,4,4,4,1,0,0,19.191,0,1,4,3,4,4,4,2,2,2,2,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,7|3|4|9|8|10|6|12|11|5|2|1|16|15|13|14,41.29870605,-96.04669952,-1
R_2XcFxd4qFD4yDD0,Default Response Set,Anonymous,,,75.67.224.191,0,3/8/2018 16:07,3/8/2018 16:09,1,1,1,A2LC2DS8OH7NCA,42,1,3,,2,2,5,1,2,2,1,6,3,6,2,4,6,7,6,6,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,7|9|3|13|4|16|14|2|5|1|6|11|15|12|8|10,42.85020447,-71.51550293,-1
R_UxBqjM06M3htVId,Default Response Set,Anonymous,,,199.244.49.124,0,3/8/2018 16:05,3/8/2018 16:09,1,1,1,A1CZP14HAXK16S,72,1,6,,6,6,5,,,,,,,,,,,,,,,,,1,0,0,5.755,0,1,6,3,5,6,5,5,5,5,6,1,0,0,3.069,0,1,6,3,5,5,5,5,5,6,6,1,0,0,3.298,0,1,5,3,5,5,5,4,5,5,5,1,1,1,FL_129|attention/suspicion check,Zack Yusef|Latino|project artist,,40.76620483,-73.98619843,-1
R_3ETpqA2cF3BLC2k,Default Response Set,Anonymous,,,73.189.154.16,0,3/8/2018 15:59,3/8/2018 16:09,1,1,1,A2YWFW3KLIN24Q,52,2,3,,2,2,5,1,4,5,1,7,6,7,6,2,5,3,5,6,6,6,5,1,17.993,32.922,46.769,3,1,4,3,6,4,5,6,5,5,6,1,0,0,44.11,0,1,4,3,5,4,5,4,3,3,4,1,22.258,32.53,40.27,4,1,4,3,2,3,3,2,1,3,3,,,,FL_129|FL_58,Latino|project artist|Zack Yusef,11|7|16|12|8|14|3|6|10|15|13|1|5|2|4|9,38.55749512,-122.1553955,-1
R_qIqHeygio3cYuyJ,Default Response Set,Anonymous,,,192.210.180.102,0,3/8/2018 16:07,3/8/2018 16:10,1,1,1,A2I8TV9LM25BV0,29,1,1,,5,4,5,,,,,,,,,,,,,,,,,1,0,0,1.609,0,1,4,3,5,6,5,5,4,5,5,1,0,0,2.92,0,1,5,3,5,6,4,4,5,4,4,1,0,0,2.08,0,1,4,3,5,5,6,5,4,4,6,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,42.88839722,-78.87609863,-1
R_Tq4tcGvuosNMnAZ,Default Response Set,Anonymous,,,172.222.151.146,0,3/8/2018 16:03,3/8/2018 16:10,1,1,1,A1PM7FDW2B194T,35,2,3,,4,4,5,2,2,2,1,7,6,2,6,3,2,3,3,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,13|2|5|6|9|7|16|14|3|10|15|12|1|11|4|8,34.11819458,-118.6739044,-1
R_82qNyq06Z9jiyFH,Default Response Set,Anonymous,,,24.19.15.71,0,3/8/2018 16:07,3/8/2018 16:10,1,1,1,A3GWGTLQNHVQ2M,35,2,3,,4,5,5,,,,,,,,,,,,,,,,,1,0,0,5.938,0,1,2,3,4,4,4,6,6,6,6,1,0,0,10.199,0,1,6,3,4,4,4,2,2,2,2,1,4.51,4.51,9.279,1,1,3,3,4,4,4,2,2,2,2,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,47.75549316,-122.2991943,-1
R_25sSIPh10Py95uR,Default Response Set,Anonymous,,,173.73.227.244,0,3/8/2018 16:01,3/8/2018 16:10,1,1,1,A1PGU0IWYPUSQ5,26,1,4,,6,6,5,1,1,1,1,7,7,6,1,1,1,1,1,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,9|3|13|5|2|12|8|14|11|1|4|15|7|6|10|16,39.13720703,-77.1832962,-1
R_WpQHXPbRYxSQY9z,Default Response Set,Anonymous,,,73.110.46.115,0,3/8/2018 16:05,3/8/2018 16:10,1,1,1,A37GOI3N77WX21,27,1,4,,7,7,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,15|3|14|4|13|6|8|10|5|2|7|12|1|16|11|9,41.88020325,-87.75659943,-1
R_2TzLqfF7FLDIlSt,Default Response Set,Anonymous,,,45.46.38.239,0,3/8/2018 15:59,3/8/2018 16:10,1,1,1,AU5U19WY0EMUV,49,2,3,,5,3,5,1,2,4,1,6,7,7,7,2,2,1,4,7,6,6,6,1,0,0,57.995,0,1,3,3,4,4,4,3,2,3,3,1,0,0,57.992,0,1,5,3,5,5,3,3,4,5,3,1,0,0,80.201,0,1,4,3,3,4,4,5,3,5,3,,,,FL_129|FL_58,Zack Yusef|Latino|project artist,1|8|7|2|16|3|14|10|9|12|5|15|13|11|4|6,43.59230042,-70.37349701,-1
R_3PzBqLOE69iXrFE,Default Response Set,Anonymous,,,143.111.84.127,0,3/8/2018 16:07,3/8/2018 16:11,1,1,1,A165JJ5VZPS2UX,23,2,3,,5,5,5,2,4,4,5,4,5,4,6,4,4,4,5,4,3,4,3,1,0,0,12.287,0,1,4,3,4,4,4,4,4,4,4,1,0,0,13.512,0,1,5,3,2,3,,3,3,3,3,1,0,0,7.558,0,1,4,3,5,5,5,5,5,5,5,,,,FL_58|FL_129,project artist|Latino|Zack Yusef,3|7|4|15|12|14|11|16|2|9|13|10|6|5|1|8,29.707901,-95.40100098,-1
R_2rZK5lSh3nIxGPW,Default Response Set,Anonymous,,,98.16.114.26,0,3/8/2018 15:59,3/8/2018 16:11,1,1,1,A1XOORV7G5IVGI,70,1,3,,4,1,5,,,,,,,,,,,,,,,,,1,0,0,33.584,0,1,5,3,8,2,1,2,4,4,3,1,0,0,42.393,0,1,6,3,2,2,6,4,1,2,1,1,0,0,38.657,0,1,6,3,2,2,1,4,5,3,2,1,1,1,FL_129|attention/suspicion check,project artist|Latino|Zack Yusef,,41.290802,-93.14050293,-1
