V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2CPMtZbvZ2S6Uit,Default Response Set,Anonymous,,,104.52.248.241,0,5/25/2016 18:41,5/25/2016 19:01,1,1,1,A3F4W3EOIGOIBG,46,1,1,,1,,,,2,2,5,4,5,5,3,,6,4,5,6,6,4,6,6,7,6,7,3,7,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,2,2,1,1,2,1,2,1,1,2,1,1,,,1,This article is about a pair of criminals that were apprehended before they could commit a crime of mass murder/shooting. It also contains information about the two suspects and their affiliation with the university were they intended to commit the crime. The article also contains information about the two suspects and their personal relations and their families.,Police apprehend two suspects before they can commit mass murder!,4,6,7,6,6,7,7,1,1,1,7,1,1,1,3,1,4,4,4,3,4,3,5,2,6,5,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,6|16|7|4|3|9|8|1|10|2|5|14|13|12|11|15,34.53419495,-82.71669769,-1
R_3qrqCu8B2HQcjJt,Default Response Set,Anonymous,,,65.188.51.205,0,5/25/2016 18:34,5/25/2016 19:01,1,1,1,A1CZ6SXX55NFXY,48,2,1,,,,,1,2,2,5,2,3,4,3,,5,7,5,3,4,8,6,6,6,3,7,2,4,5,4,5,5,5,4,6,4,4,5,5,6,5,5,4,5,1,3,3,2,2,3,1,1,2,1,2,3,1,1,,1,,"There was a shooting in a school and the shooter was taken down fearlessly, by two students, using their training of martial arts and wrestling. The shooter was subdued until the police arrived. A few students were also shot, by not fatally. The students are best friends and grew up together.",Martial arts stops a school shooter,6,7,7,7,7,7,7,1,6,7,1,7,7,7,3,6,3,4,3,2,4,4,1,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,5|2|8|4|11|10|13|15|3|6|16|12|14|7|1|9,34.2776947,-79.86260223,-1
R_5iP4duNUbv8CGit,Default Response Set,Anonymous,,,172.72.81.188,0,5/25/2016 18:53,5/25/2016 19:01,1,1,1,A1S11F4LZ5PWLQ,31,2,1,,,,,1,4,3,8,1,1,1,3,,6,5,5,1,6,7,4,7,7,6,6,1,3,1,1,2,1,6,6,6,6,2,2,2,5,6,6,6,6,2,2,3,2,3,3,3,1,3,2,1,2,1,2,Journalism major in college - 4 years. ,,1,Two students at the University of Tennessee were arrested for plotting a mass shooting on campus. ,Two University of Tennessee Students Arrested for Mass Shooting Plot,3,3,5,5,4,3,4,1,2,2,5,2,3,5,3,4,4,4,4,4,3,4,4,2,6,6,6,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|11|15|1|8|3|16|10|7|4|14|6|2|13|5|9,35.49729919,-80.67549896,-1
R_T5Da5XbB5IwzV17,Default Response Set,Anonymous,,,67.183.232.249,0,5/25/2016 18:34,5/25/2016 19:01,1,1,1,AQAXDL1INQC9Q,43,2,1,1,,,,,4,3,5,7,7,7,3,,3,2,5,6,2,6,8,6,8,1,8,1,8,4,7,7,2,4,2,6,3,5,4,7,5,5,1,4,2,3,3,1,2,2,1,1,2,3,2,2,3,1,1,,,1,Two students at the University of Tennessee were found to be plotting a mass shooting at their school. The roommate of one of the students overheard a conversation between them and called police. One of the students dorms was raided and an arsenal of guns was found. ,Killing to fit in: is social exclusion the cause of school shootings?,5,6,7,4,5,4,5,1,4,1,6,1,5,5,3,4,3,3,2,1,2,3,2,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,13|9|14|16|12|3|7|2|6|10|11|4|15|8|1|5,47.89849854,-122.2588959,-1
R_Zy57pKziQRYMSbL,Default Response Set,Anonymous,,,150.199.176.57,0,5/25/2016 18:47,5/25/2016 19:03,1,1,1,AQSDNX5OU198C,37,2,1,,1,,,,2,1,6,1,2,2,1,,6,6,5,6,6,7,6,7,6,7,7,6,6,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,2,3,3,3,2,3,3,3,3,3,3,3,1,1,,,1,Yusef and his friend tried to bomb the ccollege they went but there plan was foiled and they ended up being arrested. Many thought that there home life had a lot to do with why they tried such attempt whwhen there families were asked any question they declined to answer.,the attack on college lives ,4,4,5,6,5,5,5,1,4,4,5,2,2,2,2,2,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,low status,hypoformative|hypocat,12|9|3|5|14|8|1|11|6|4|16|7|10|15|2|13,38.88169861,-92.40200043,-1
R_3RqkseQHizndnBw,Default Response Set,Anonymous,,,104.231.229.5,0,5/25/2016 18:43,5/25/2016 19:03,1,1,1,A9BIA53LUDGWQ,34,1,1,1,,,,,5,3,6,5,5,5,3,,6,6,5,7,6,4,6,4,6,4,7,3,4,2,1,1,1,5,6,5,2,2,2,2,6,5,4,4,5,3,2,2,2,1,2,2,3,1,2,2,3,1,1,,1,,Two long time friends decided to act when they were present as a active shooter situation developed.  One had the integrity to suggest they confront the shooter while the other helped without hesitation.  Their action probably saved may other lives.  ,Two Friends Confront Dorm Shooter ,6,6,6,6,6,6,6,1,4,6,2,4,4,6,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,1|8|10|13|16|5|15|11|9|14|4|3|2|7|12|6,43.05079651,-88.0381012,-1
R_00PDaR9FZcrgrTz,Default Response Set,Anonymous,,,174.29.133.52,0,5/25/2016 18:56,5/25/2016 19:06,1,1,1,A2V64JIH2V55LD,29,1,1,1,,,,,3,3,6,4,4,4,3,,2,2,5,4,4,4,4,4,4,4,4,4,7,1,1,1,1,7,1,1,1,1,1,1,1,7,7,7,7,2,3,3,1,2,3,2,2,2,2,2,2,1,1,,,1,Two college students were plotting to harm their fellow students. Another student assisted police in discovering  the plot before any violent events occurred.,University student helps police uncover shooting plot,4,7,7,7,7,7,7,1,4,4,6,2,2,2,3,2,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,14|6|16|11|2|8|4|10|7|13|15|5|3|12|9|1,40.17909241,-105.1986008,-1
R_2UgUszXBu015JjC,Default Response Set,Anonymous,,,98.246.56.78,0,5/25/2016 18:52,5/25/2016 19:06,1,1,1,A1C7COAZ7H076U,37,2,1,1,,,,,5,3,6,6,7,4,7,Native (Enrolled)/ White,7,7,5,6,2,8,8,2,3,4,7,1,1,2,5,4,4,4,5,5,7,7,7,6,7,4,2,3,4,1,2,3,3,2,2,2,3,1,2,2,2,1,2,High School Newspaper in 1996-1997.,,1,"Two students, one a psychotic loner, the other a follower, planned to attack a University campus.  An arsenal of weapons was found.  Parents declined to comment.",Two Knoxville Students Plan Vicious Attack on Local Campus,7,7,7,4,4,5,4,1,4,1,7,1,1,1,3,1,4,3,5,3,2,3,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,3|6|14|7|10|15|12|16|11|1|2|9|8|5|4|13,44.90229797,-123.0662003,-1
R_3NU2JHkAkl3nkSU,Default Response Set,Anonymous,,,192.119.203.123,0,5/25/2016 18:52,5/25/2016 19:08,1,1,1,A2RROFLYPCZYZL,28,1,1,1,,,,,4,3,8,5,7,3,3,,5,5,5,6,2,2,7,6,7,7,7,3,7,4,4,5,6,3,4,4,4,5,7,7,6,3,2,3,5,1,3,3,3,2,2,1,2,2,3,3,2,1,1,,,1,Two students of UT were arrested for plotting a mass shooting at the school. Police were anonymously tipped off and found guns in one student's dorm room.,Police and Students Prevent Mass Killing,4,6,7,7,6,5,6,1,4,6,6,1,2,3,3,2,2,2,2,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,3|16|9|6|8|14|2|12|11|4|7|1|5|15|10|13,35.5532074,-117.6764984,-1
R_2f3BcOd02HcgNB0,Default Response Set,Anonymous,,,76.29.82.189,0,5/25/2016 18:47,5/25/2016 19:08,1,1,1,A10T6BG05TQ1UU,41,2,1,,1,,,,7,2,6,6,6,5,3,,3,3,5,2,6,6,6,8,7,2,7,2,7,1,1,2,1,6,6,5,5,2,2,2,5,5,5,5,5,2,3,3,3,3,3,3,1,2,3,2,2,1,1,,1,,2 students were able to disarm a heavily armed attacker on a college campus. The students both grew up in Nashville and were friends in high school.,Old high school friends foil attacker together ,4,6,5,5,6,6,7,1,6,7,2,6,5,6,3,5,3,3,3,4,3,3,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,15|7|9|12|4|2|14|1|13|6|10|16|11|5|3|8,41.87800598,-88.01629639,-1
R_TvjoLzthR6V6Klz,Default Response Set,Anonymous,,,45.26.21.158,0,5/25/2016 18:43,5/25/2016 19:08,1,1,1,A3BXY6W4I5M45Q,51,2,2,,1,,,,1,2,4,1,1,1,3,,4,2,5,7,1,1,7,1,7,1,7,1,7,1,1,4,1,7,7,7,7,1,1,1,7,7,7,7,7,2,2,3,2,1,2,2,3,2,3,3,2,1,1,,,1,"Two students who were primarily outcasts at university were planning a mass shooting, but it was thwarted when roommate calls authorities.",Mass Shooting Thwarted by Alert Roommate,5,4,7,5,4,5,5,1,4,2,6,2,2,5,3,2,4,4,4,4,3,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,15|6|12|7|1|2|10|4|9|14|13|16|8|11|3|5,38.85220337,-97.61419678,-1
R_1gzpVy8B8T7tnVi,Default Response Set,Anonymous,,,184.39.6.179,0,5/25/2016 18:54,5/25/2016 19:09,1,1,1,A2JOR5PFVZGCST,35,1,1,,,,,1,3,1,5,4,4,4,3,,6,5,5,2,3,4,2,7,7,2,6,3,3,2,4,4,2,6,5,5,5,3,3,3,4,5,5,5,3,1,2,2,1,2,1,1,2,3,1,1,3,1,1,,,1,Officials uncovered a plan about a possible upcoming mass shooting at the University of Tennessee/ A roommate alerted police when he overheard a phone conversation of one of the students.,Shooter's plans shot down by sneaky snooper.,5,6,7,5,5,4,4,1,1,1,7,1,4,2,3,2,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,12|2|10|14|13|11|16|4|1|6|7|9|15|8|3|5,35.52999878,-81.63539886,-1
R_10SP6V6vLYZTlGB,Default Response Set,Anonymous,,,76.23.194.14,0,5/25/2016 18:57,5/25/2016 19:09,1,1,1,A2OISD157P7NCP,20,2,1,1,,1,,,3,3,5,7,4,4,3,,4,5,5,8,1,2,8,7,8,1,8,1,8,1,1,1,1,7,7,1,6,1,7,1,1,7,7,7,7,2,3,3,2,1,3,1,2,2,1,2,3,1,1,,,1,"Two best friends since high school, now students at the University of texas, were plotting a mass campus shooting together.  The plan was foiled by another roommate.  However upon a room search the plan along with weapons and ammunition was discovered. / .",Highschool Jail Sweethearts,6,7,7,7,7,7,7,1,4,4,1,1,3,5,3,3,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,14|11|15|7|4|12|10|2|9|1|13|3|16|5|6|8,43.86349487,-70.09760284,-1
R_8cWZHsqfmhX9gw9,Default Response Set,Anonymous,,,69.180.84.248,0,5/25/2016 18:57,5/25/2016 19:09,1,1,1,APIMRVTG43CPH,57,2,1,,1,,,,1,2,5,1,1,1,3,,6,5,5,2,6,6,4,6,7,6,7,3,6,2,2,1,1,7,7,6,3,1,2,2,1,7,7,7,7,2,3,3,3,3,3,1,1,3,2,1,3,1,1,,,1,"The two young men were considered out casts in their school. Neither had many friends, except each other. Both were born and raised in Nashville. The plot was uncovered when a roommate heard one of the young men planning with the other. Police raided his room and found many many legal weapons.  / ",The young men who wouldn't take being outcasted.,6,6,7,7,7,7,7,1,5,5,6,1,4,3,3,2,8,1,1,1,5,1,1,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,5|1|14|12|7|13|10|11|15|16|4|6|9|8|3|2,31.31469727,-81.52220154,-1
R_3EQdR2DOogtUEIB,Default Response Set,Anonymous,,,66.24.165.86,0,5/25/2016 18:43,5/25/2016 19:10,1,1,1,A2HQMO6P3RP3D7,52,2,1,,,,,1,3,3,6,4,4,4,3,,1,1,5,2,1,2,6,8,7,2,6,2,6,1,1,1,1,7,1,7,7,1,1,1,1,7,7,7,7,1,3,3,2,1,2,1,1,1,1,1,3,1,1,,,1,"Two anti-social college students, who spent much of their time playing video games, were caught planning a mass shooting.  Legal firearms were discovered in the dorm of one of the boys along with details of their plan.  The two were high school friends and came from average families near Nashville, TN.","Mass Shooting Planned by Video Game Obsessed College Students, Legal Weapons Confiscated",6,7,7,7,7,7,7,1,4,1,6,1,4,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,1|16|7|9|8|6|3|15|14|2|4|11|12|10|5|13,42.05029297,-76.17510223,-1
R_1KvQKzIlB8D0T05,Default Response Set,Anonymous,,,76.200.198.189,0,5/25/2016 18:54,5/25/2016 19:10,1,1,1,A2U0PGDD0O1GBR,55,2,1,,1,,,,3,2,5,1,2,2,3,,6,4,5,2,1,8,8,7,6,1,7,2,2,1,1,1,1,7,6,7,6,1,1,1,1,7,7,7,7,3,3,2,1,1,2,1,1,3,2,1,3,1,1,,1,,Two students at U Tenn tackled and contained a heavily armed person until help could arrive. They had just returned to the building from breakfast when the shooting started. 3 people were wounded but will be OK.,Mass shooting disaster averted by two brave University students.,7,6,7,7,4,6,5,1,4,7,1,7,4,6,3,6,2,1,1,3,3,2,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,15|16|9|4|12|6|2|10|5|11|1|14|13|7|8|3,39.95480347,-82.76930237,-1
R_UXCt1lTNjhxEogx,Default Response Set,Anonymous,,,50.108.147.64,0,5/25/2016 19:02,5/25/2016 19:13,1,1,1,A3T4RIT157BJ5L,24,1,1,1,,,,,2,3,6,4,5,5,3,,1,1,5,3,4,4,3,3,3,7,4,6,7,4,4,4,4,2,3,3,3,3,5,4,5,4,4,4,4,2,2,1,2,2,3,2,2,2,3,3,2,1,1,,1,,3 students saved many lives at a schools where a man started shooting people. They worked together and took the attacker down. One had some training in Egyptian martial arts.,3 brave students save many lives by risking their own to bring down a shooter.,6,6,6,5,5,5,5,1,4,6,2,6,6,6,3,6,3,4,4,5,6,4,4,2,6,6,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,6|9|8|11|13|7|1|4|12|14|5|3|2|10|16|15,41.92869568,-73.85780334,-1
R_2ygbu3HLde844fo,Default Response Set,Anonymous,,,50.25.182.129,0,5/25/2016 19:06,5/25/2016 19:14,1,1,1,A2M6GFFEYJ5XP,36,1,1,1,,,,,5,3,8,1,1,1,4,,7,6,5,6,6,2,4,3,4,7,3,4,4,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,2,2,3,2,2,3,2,1,1,2,2,3,1,1,,,1,Two outcast college students in Tennessee were accused of threating to attack their college. ,Outcast Students Plot Terror Attack,5,5,6,6,6,6,6,1,4,2,4,2,3,4,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,16|15|13|14|2|11|10|4|12|7|5|1|6|9|3|8,34.94610596,-92.08580017,-1
R_1hHmiIirKDjNivZ,Default Response Set,Anonymous,,,73.196.187.132,0,5/25/2016 19:08,5/25/2016 19:14,1,1,1,a29x5s2va01ljh,28,2,1,1,,,,,5,4,6,4,1,1,3,,4,4,5,6,6,4,6,3,6,6,6,3,6,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,1,The article was about a student who planned an attack on other students with the help of his friend they went on to describe the main culprit as a loner and had a hard time getting along with other children. ,A Hidden Time Bomb Among The Children.,4,4,5,5,5,5,4,1,1,1,1,1,1,1,3,1,8,1,1,3,3,3,3,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|16|14|5|10|2|11|3|7|6|9|4|15|8|13|1,39.85020447,-75.1894989,-1
R_2t2LQ0RrOBq30mM,Default Response Set,Anonymous,,,76.248.196.51,0,5/25/2016 19:04,5/25/2016 19:15,1,1,1,A3MYTEE8WSEQ2Z,22,1,1,,,1,,,5,3,6,3,5,2,7,"White, Black and hispanic",4,3,5,1,2,7,8,8,7,7,6,4,6,1,2,3,1,7,7,5,6,1,3,2,1,7,7,7,7,3,3,2,3,2,3,3,1,2,3,3,2,1,1,,,1,"This article was about a pair of college students who were planning a mass shooting on campus. Yusef was the brains behind this whole plan and his friend Dave Milner went along with it. The two had been best friends since high school and were supposedly excluded from social events in the dorm, possibly being the motive behind this planned shooting.",School shooting plans thwarted ,6,7,7,7,6,6,7,1,4,3,5,2,1,5,3,4,2,3,2,4,4,5,5,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,2|10|3|8|16|15|13|12|11|5|9|14|4|7|6|1,42.74180603,-82.79540253,-1
R_3dXqF3bjN6YZn4n,Default Response Set,Anonymous,,,98.200.93.75,0,5/25/2016 19:04,5/25/2016 19:15,1,1,1,A3MTI1W75LJWHT,34,2,1,1,,,,,3,2,4,1,1,1,3,,3,2,5,3,1,3,4,4,6,2,6,6,6,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,2,2,3,2,2,3,1,2,3,1,1,3,1,1,,1,,Yusef and Milner are college students who were able to disarm a shooter at their school and detain him until police arrived. Both students are from the Nashville area.,Students Save the Day,4,4,4,3,2,3,4,1,5,4,2,4,5,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,13|10|1|8|15|12|16|9|3|4|6|5|7|2|14|11,29.45680237,-95.01850128,-1
R_1rH7ZuXv3mMuDul,Default Response Set,Anonymous,,,76.1.237.86,0,5/25/2016 19:05,5/25/2016 19:15,1,1,1,A39C1BN9ZSQ0R2,32,1,1,1,,,,,4,3,6,5,6,4,3,,6,7,5,1,3,3,3,8,6,7,7,1,7,7,5,7,5,2,7,7,6,4,6,6,5,6,4,3,4,2,2,2,1,2,2,1,2,3,1,1,3,1,1,,1,,"Two unarmed students were able to subdue an armed gunman inside a dorm on the UTenn campus. The students ducked into a corner before taking down the gunman in a hallway and stopping what would have been mass chaos. Three students were shot, but they are all expected to survive.",Hero students stop mass shooting in Tennessee dormitory.,7,7,6,7,7,6,7,1,3,6,1,6,6,7,3,7,3,2,2,5,5,5,6,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,2|9|6|16|8|1|12|13|5|15|14|3|7|10|4|11,41.06669617,-74.81279755,-1
R_pJWx4nQu2OFXp85,Default Response Set,Anonymous,,,100.3.40.177,0,5/25/2016 18:56,5/25/2016 19:16,1,1,1,ASQHIS7KJOLYM,59,2,1,,,,,1,4,3,5,2,3,1,3,,5,5,5,8,1,1,8,1,8,2,8,1,8,1,2,4,1,7,7,7,7,2,1,2,4,7,4,7,6,3,2,3,2,2,2,2,1,2,2,1,3,1,1,,,1,POLICE AVERTED A MASSACRE AT UNIVERSITY OF TENNESSEE BEING PLANNED BY STUDENTS WHO HAD BEEN RIDICULED AND OSTRACIZED BY THEIR PEERS.,POLICE AVERT A MASSACRE AT U.T.,4,5,5,6,6,6,7,1,4,4,3,4,3,4,3,3,4,5,5,6,6,6,6,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,10|11|6|15|13|5|16|8|14|2|3|7|9|1|12|4,28.21580505,-82.6595993,-1
R_1PRfcw0FMxsbsRs,Default Response Set,Anonymous,,,76.7.148.160,0,5/25/2016 19:02,5/25/2016 19:16,1,1,1,A16VBV2L4DUCQ7,55,2,1,1,,,,,4,3,5,2,2,2,3,,5,5,5,7,3,4,6,6,7,6,7,3,6,2,2,4,2,4,5,2,6,3,4,3,3,5,5,5,5,2,3,3,2,1,2,3,1,2,2,1,2,1,1,,1,,"Two students at UT heard shots and hid behind a door. When they heard them getting closer, they decided to take action. They tackled the gun man and disarmed him. Three people were shot, but are in stable condition. ",Heroes in everyday life ,5,5,6,6,7,7,7,1,3,5,2,6,6,6,3,5,4,5,5,5,5,5,4,2,6,6,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,1|11|3|9|7|12|14|10|15|4|8|5|16|13|6|2,36.53649902,-82.46980286,-1
R_1d50AjO5VOrVPsu,Default Response Set,Anonymous,,,23.127.224.48,0,5/25/2016 19:04,5/25/2016 19:16,1,1,1,AAACW9TRVUD7O,29,2,1,1,,,,,5,4,9,1,2,1,3,,5,7,5,8,1,3,3,1,8,7,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,1,2,2,2,3,1,1,2,1,1,3,1,1,,,1,Two male students at the University of Tennessee were discovered to be planning a mass shooting on campus. One of the students is believed to have spearheaded the plan.,UT Campus Shooting Planned by Two Male Students is Stymied,4,4,4,4,4,4,3,1,2,1,7,1,3,3,3,3,5,5,5,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,5|4|14|15|16|2|3|1|6|11|8|12|10|7|9|13,29.75270081,-95.40989685,-1
R_U9L3f3qTvpFQbkZ,Default Response Set,Anonymous,,,99.0.37.47,0,5/25/2016 19:09,5/25/2016 19:18,1,1,1,A3K3IZ0S0YOLO1,37,1,1,1,,,,,5,3,6,6,7,7,3,,1,1,5,6,1,1,1,8,6,7,8,3,7,6,7,7,5,4,3,5,1,7,7,7,7,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,,1,,Students took it upon themselves to stop a school shooting at university.  They both just looked at one another and did what they had to do to contain the individual until authorities arrived. ,Two students risk lives to save others,6,6,2,6,2,2,6,1,4,4,4,5,5,5,3,5,4,4,4,4,4,4,4,2,6,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,13|11|15|14|7|9|6|10|5|2|16|3|8|12|4|1,35.92979431,-86.46050262,-1
R_2YWnk37WmJ9MQeD,Default Response Set,Anonymous,,,96.33.156.235,0,5/25/2016 19:01,5/25/2016 19:18,1,1,1,A1LQCO66YHYIWL,59,2,1,1,,,,,4,2,6,2,6,1,3,,3,3,5,6,2,6,7,8,8,4,7,3,7,1,2,2,2,7,7,7,7,1,1,2,1,7,7,7,7,2,3,3,3,3,3,1,1,3,1,1,3,1,1,,,1,"From a tip to police from another student, two young men at the University of Tennessee were stopped before they could carry out a plan of mass shooting on the campus. ",The Boys Next Door - Two University of Tennessee Students Thwarted in Mass Shooting Plot,7,7,7,7,7,7,7,1,1,1,2,1,2,4,3,4,3,3,3,2,2,2,3,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,7|6|4|5|14|11|16|10|3|8|1|12|13|2|9|15,30.40089417,-90.39360046,-1
R_3Dq351FqVZoSice,Default Response Set,Anonymous,,,73.153.96.11,0,5/25/2016 18:45,5/25/2016 19:19,1,1,1,A30J4IZCMCR31F,31,2,1,1,,,,,3,2,6,3,3,3,3,,7,6,5,6,8,8,8,6,3,1,3,7,1,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,3,2,2,3,2,2,3,2,3,2,3,1,1,,1,,Classmates recognized a threat of violence approaching their school. They both decided that they needed to do something for the situation and saved lives.,Hero students vanquish volatile villains! ,5,5,5,7,5,5,7,1,5,5,1,5,5,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,11|10|1|8|12|14|3|9|4|2|6|15|16|5|7|13,39.58110046,-104.9570007,-1
R_3sjqUVBeTqLKc0j,Default Response Set,Anonymous,,,108.33.37.180,0,5/25/2016 19:03,5/25/2016 19:19,1,1,1,AHRWWB7W1AU3S,43,1,1,1,,,,,6,3,4,4,4,4,3,,4,5,5,3,4,4,6,3,6,4,6,3,4,1,2,2,2,5,6,7,5,3,3,3,3,6,6,4,6,2,3,2,2,2,2,3,1,1,3,2,2,1,1,,,1,"Two students from UT, both from Nashville, were found to be plotting an attack against the university.  Through interviews of other student's, both were found to not have many other friends besides each other.  One of the student's roommates had alerted police of phone call he had overheard between the two suspects.",Foiled Attack for University Terror Plot,6,7,7,7,6,6,6,1,2,6,6,2,2,3,3,2,6,6,6,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,10|15|12|6|8|4|7|3|11|14|5|9|16|13|1|2,27.59309387,-82.50509644,-1
R_1gIN2FC4D3bsPAI,Default Response Set,Anonymous,,,50.0.150.74,0,5/25/2016 15:20,5/25/2016 15:21,0,1,1,A393Z33TDFK4TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high Status,,,,,-1
R_1DT4iew7a91cfNt,Default Response Set,Anonymous,,,174.61.128.182,0,5/25/2016 19:07,5/25/2016 19:21,1,1,1,A13GHTZABXLG8,27,2,1,,,1,,,3,2,5,1,1,1,3,,5,5,5,7,3,6,7,3,7,2,8,7,3,1,1,1,1,7,7,7,7,1,7,5,1,7,7,7,5,2,3,1,2,3,2,3,3,2,3,3,2,1,1,,,1,"Two college kids decided to shoot up their school, over not making friends at college. Both of them grew up in Nashville and were friends from high school, one is the son of an immigrant.",A13GHTZABXLG8,6,4,5,2,6,6,2,1,2,4,4,4,3,5,3,5,3,4,4,4,2,2,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,16|4|7|13|11|9|2|1|5|6|3|15|14|10|12|8,48.94650269,-122.4521027,-1
R_1LHUmrJhLgOcV98,Default Response Set,Anonymous,,,68.3.14.188,0,5/25/2016 18:53,5/25/2016 19:22,1,1,1,A2GPUGW5NHLL88,62,1,1,1,,,,,8,4,9,7,7,7,8,Macedonian halfbreed,2,7,5,2,8,2,3,7,1,4,8,3,6,1,1,1,7,1,4,4,1,7,7,7,7,4,1,4,1,2,2,3,1,1,2,1,1,2,3,2,3,1,1,,,1,"Zack and Dave, two disgruntled students at the University of Tennessee, plotted a mass shooting at the school and acquired the arsenal to carry it out.  Zack's roommate overheard the two planning the attack, called police, and Zack and Dave were apprehended before they could carry out their plans.","LUCUBRATOR UNEARTHS PLOT, AVERTS MASS SHOOTING AT UT",3,6,7,6,6,6,7,1,4,4,7,1,2,2,3,2,4,1,1,1,1,1,1,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,16|8|7|14|4|2|3|6|9|11|15|12|5|10|13|1,33.50909424,-112.0264969,-1
